seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,0.0005352147854864597
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,1,0.6934,0.0,,,0.2945205479452053,0.0965241059277604,1,2,30,0.0,497.5875773639418
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,2,0.6934,0.0,,,0.4832028701891715,0.14189193847932513,3,4,30,30.0,790.2451950111426
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,3,0.6944,0.005544683626875407,0.7083333333333334,0.01100323624595469,0.6006196999347684,0.32830119860457785,7,8,30,30.0,942.0423949337564
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,4,0.6937,0.002609262883235486,0.6153846153846154,0.005196492367651835,0.6347847358121328,0.2915991111869505,15,16,30,30.0,1069.9156897296198
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,5,0.7022,0.0675146771037182,0.6349693251533742,0.12205188679245282,0.6692309422588121,0.3915474249905784,28,29,30,30.0,1157.5717212068848
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,6,0.7123,0.1333985649054142,0.6502384737678856,0.22138024357239514,0.7507158888630914,0.42579978827674214,58,59,30,30.0,1244.0286089121364
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,7,0.7265,0.22504892367906065,0.657769304099142,0.3353584447144593,0.7320069580343556,0.4643243547298659,95,96,30,30.0,1310.5579137247987
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,8,0.7551,0.31865622961513373,0.7307404637247569,0.4437883261412673,0.7615303558401556,0.4527287175663668,168,169,30,30.0,1389.378821045626
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,9,0.7839,0.6386170906718852,0.6502822982397874,0.6443969063682738,0.7768189407197312,0.47450132963120595,226,227,30,30.0,1457.349504455924
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,10,0.8016,0.5776255707762558,0.7199186991869919,0.6409699601882013,0.7991116081135654,0.4887152240427397,314,315,30,30.0,1524.3288839631714
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,11,0.8458,0.7439660795825179,0.750822909809085,0.7473787680209698,0.7804858300832125,0.49120749056299773,426,427,30,30.0,1595.1515432237647
8,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,oc1,12,0.8716,0.7788649706457925,0.7975951903807615,0.7881188118811882,0.7598893781256795,0.46273317703589467,479,480,30,30.0,1611.320020324085
