seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,0.0005177180282771587
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,1,0.6934,0.0,,,0.3718199608610566,0.13616193003281896,1,2,15,0.0,260.1831295187585
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,2,0.6934,0.0,,,0.5932811480756686,0.25081456705797733,3,4,15,15.0,441.2580663212575
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,3,0.694,0.003913894324853229,0.6666666666666666,0.007782101167315175,0.7033594259621656,0.32645196163766976,7,8,15,15.0,585.3940284056589
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,4,0.6942,0.05577299412915851,0.5119760479041916,0.10058823529411764,0.7306370950206567,0.3448397597202668,14,15,15,15.0,687.2717689750716
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,5,0.7005,0.10339204174820613,0.5630550621669627,0.17470377514466792,0.8054974469712306,0.44798689402687275,28,29,15,15.0,762.0346102579497
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,6,0.7174,0.4507501630789302,0.5475435816164818,0.49445438282647586,0.8127129086033194,0.44364978135471955,53,54,15,15.0,811.51574492082
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,7,0.7437,0.7579908675799086,0.5606755126658625,0.6445707946193315,0.8428760810554887,0.5037467334924124,92,93,15,15.0,908.0409149937332
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,8,0.7686,0.593607305936073,0.6301939058171745,0.611353711790393,0.8341199493496032,0.5094235102413389,135,136,15,15.0,969.4431152241305
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,9,0.7902,0.6291585127201565,0.6674740484429066,0.6477501678979181,0.846671473203557,0.5204082712116298,170,171,15,15.0,953.2101605162024
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,10,0.8423,0.8088714938030006,0.7144915010083549,0.7587578399877619,0.8211018290558729,0.48935058194954073,278,279,15,15.0,998.1405661678873
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,11,0.862,0.8189823874755382,0.7526978417266187,0.7844423617619493,0.8195645944973824,0.5104496597832024,320,321,15,15.0,1023.8204568228684
8,radial_segment_3d_fuzziness_003_10000_samples_dim_15,15,oc1,12,0.8682,0.8352902804957599,0.7590397154712507,0.7953416149068322,0.8267751648294945,0.49091570860652034,353,354,15,15.0,1083.3907873150893
