seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,6.741844117641449e-06
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,1,0.6934,0.0,,,0.4677103718199609,0.4061191146735992,1,2,20,0.0,587.2403965960257
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,2,0.7062,0.8369210697977821,0.5127897681854516,0.6359355638166047,0.6443248532289627,0.43094503810189666,3,4,20,20.0,964.7422464960255
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,3,0.7985,0.8646444879321592,0.6236179722418255,0.7246139128057947,0.7683463796477494,0.456758354271968,7,8,20,20.0,1126.0284347948618
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,4,0.8237,0.852576647097195,0.6659872611464969,0.7478186239450723,0.8451157860404437,0.47735887770946683,15,16,20,20.0,1254.081894023344
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,5,0.8409,0.7876712328767124,0.7198211624441133,0.7522192804859056,0.8611499394278259,0.4619622940170671,27,28,20,20.0,1386.4071031459607
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,6,0.8573,0.8450750163078931,0.7313011572114028,0.7840823119987895,0.8636931941726465,0.4316328140137997,47,48,20,20.0,1464.6693341131322
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,7,0.8707,0.8662752772341813,0.7504944899689178,0.8042392127176382,0.8879369322068953,0.4589958089853834,81,82,20,20.0,1525.480142354034
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,8,0.9055,0.8610567514677103,0.835707502374169,0.8481927710843372,0.8935228257033785,0.47616304301869916,121,122,20,20.0,1590.2824862380512
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,9,0.9277,0.8904109589041096,0.875842155919153,0.8830664725861231,0.8887233550070495,0.4796542157783694,154,155,20,20.0,1626.8074582936242
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,10,0.9371,0.9037834311806915,0.8924315619967794,0.8980716253443527,0.8815026678040374,0.483998819618614,194,195,20,20.0,1672.712654735893
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,11,0.9548,0.9217221135029354,0.9302172481895984,0.9259501965923983,0.8780031982737031,0.49338692701466935,236,237,20,20.0,1709.9543886976317
1,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,hhcart_d,12,0.9642,0.9403131115459883,0.9427730542838456,0.941541476159373,0.8779017100813895,0.49699878245322116,282,283,20,20.0,1720.6536198067479
