seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,4.99282032251358e-06
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,1,0.6934,0.0,,,0.4732550554468362,0.4157090955882099,1,2,30,0.0,841.1715378849767
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,2,0.7187,0.7700587084148728,0.5283061087491608,0.626675514266755,0.6161121983039792,0.396309017232676,3,4,30,30.0,1372.1263486258686
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,3,0.7866,0.7273320287018917,0.6320861678004536,0.6763724598119503,0.7628016960208741,0.4586875772478327,7,8,30,30.0,1636.6257517719641
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,4,0.8144,0.6842791911285062,0.7026121902210315,0.6933245208195639,0.7922156990650142,0.41583995850390587,14,15,30,30.0,1825.120911078062
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,5,0.8449,0.815068493150685,0.7174849267872524,0.7631699496106276,0.8118069145466404,0.399373557791572,25,26,30,30.0,1990.7655371907167
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,6,0.8625,0.8649706457925636,0.7340160531414337,0.7941308579128612,0.8516489091831558,0.425649741991984,44,45,30,30.0,2106.12377847638
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,7,0.8789,0.8949771689497716,0.7552986512524085,0.819226750261233,0.8656863810973401,0.44172904513921796,71,72,30,30.0,2242.612561630085
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,8,0.8967,0.8842139595564253,0.7999409855414576,0.8399690162664601,0.8832964500612688,0.4735202714578044,106,107,30,30.0,2305.4824505220167
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,9,0.9109,0.9357469015003261,0.805220319955094,0.8655905868155076,0.8857952628382486,0.476881040341006,144,145,30,30.0,2363.4897973551415
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,10,0.9345,0.91324200913242,0.8780181875195986,0.8952837729816147,0.8765466053137285,0.46665717333006973,184,185,30,30.0,2401.2544138091616
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,11,0.9497,0.9227005870841487,0.9140549273021001,0.918357409511443,0.8770541535989882,0.46920121493991473,228,229,30,30.0,2472.3290689266287
1,radial_segment_3d_fuzziness_003_10000_samples_dim_30,30,hhcart_d,12,0.9572,0.9478147423352903,0.9155639571518589,0.9314102564102564,0.8734458455335994,0.46649794466513694,265,266,30,30.0,2533.4279119418934
