seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,6.295740604400635e-06
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,1,0.6934,0.0,,,0.47227658186562294,0.4180514821116732,1,2,25,0.0,728.4399522221647
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,2,0.7201,0.9178082191780822,0.5249020705092333,0.6678533285866857,0.6898238747553815,0.541520208761725,3,4,25,25.0,1178.083276040852
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,3,0.777,0.8688845401174168,0.5930543187889582,0.7049483990473672,0.7988421395955645,0.5447011150969086,7,8,25,25.0,1403.5559677514248
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,4,0.8132,0.8532289628180039,0.6484878532473971,0.7369014084507041,0.8493966079582518,0.4657691091641627,15,16,25,25.0,1597.7549874018878
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,5,0.8245,0.8930202217873451,0.6573829531812725,0.7572949799474485,0.8524026962383124,0.45854679788020714,29,30,25,25.0,1724.46571840439
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,6,0.8556,0.8822570123939987,0.7140971488912354,0.789320105048147,0.8815921521400973,0.4644559960187358,51,52,25,25.0,1807.2987372367643
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,7,0.8641,0.9194390084801044,0.7171203256168914,0.8057739031013291,0.8887055069593441,0.4866981797439385,82,83,25,25.0,1875.3124289913103
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,8,0.9045,0.8956294846705806,0.8121857438627625,0.8518690863967737,0.8972548380082628,0.4960372883545483,119,120,25,25.0,1929.026274249889
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,9,0.923,0.9249836921069797,0.840047393364929,0.8804719031356721,0.8998715626810585,0.503055457918401,160,161,25,25.0,1973.5147253540345
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,10,0.9389,0.9360730593607306,0.8736681887366818,0.903794678003464,0.8893998695368559,0.49255758132859784,199,200,25,25.0,2013.691686723847
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,11,0.9543,0.951402478799739,0.9044961240310078,0.9273565410904465,0.885507627708618,0.49683207389549433,237,238,25,25.0,2035.078791175969
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,hhcart_d,12,0.9629,0.9419439008480104,0.9373580006491399,0.939645355457947,0.8841769233158672,0.49540313019645676,272,273,25,25.0,2053.971316035837
