seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,0.0005439477972686291
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,1,0.6934,0.0,,,0.44879321591650356,0.19256306817582813,1,2,25,0.0,407.21260997792706
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,2,0.6934,0.0,,,0.4783105022831049,0.20963532437988297,3,4,25,25.0,728.40674823476
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,3,0.6937,0.011089367253750815,0.5230769230769231,0.0217183008623443,0.6406555772994131,0.2815712751651962,7,8,25,25.0,913.6579180639237
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,4,0.6956,0.016634050880626222,0.6375,0.03242212333121424,0.7130626223091976,0.4162364272569896,15,16,25,25.0,1062.6312823989429
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,5,0.7014,0.036203522504892366,0.7816901408450704,0.06920199501246883,0.8036312241791694,0.4814083546742487,29,30,25,25.0,1158.3655298468657
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,6,0.7094,0.33431180691454665,0.5423280423280423,0.41364003228410007,0.798889832490246,0.4710963175800411,52,53,25,25.0,1232.1899041137658
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,7,0.7245,0.4155251141552511,0.5695127402771569,0.4804827456156892,0.8135876614856301,0.4930039047656569,86,87,25,25.0,1247.5104124718346
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,8,0.7509,0.5446836268754077,0.6039783001808319,0.572800548790945,0.7900886381950039,0.46484447395981365,135,136,25,25.0,1291.1480037807487
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,9,0.7687,0.3969341161121983,0.7239738251041047,0.5127448915104276,0.8161304024636293,0.49947832395082137,171,172,25,25.0,1349.7648404990323
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,10,0.7923,0.6206784083496413,0.6755413560525382,0.6469488356280809,0.8215775808040107,0.4951174432977732,254,255,25,25.0,1442.7620243672282
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,11,0.816,0.6660143509458578,0.7144856543037089,0.6893990546927753,0.8074701396855393,0.49470822318656693,289,290,25,25.0,1526.2298970986158
1,radial_segment_3d_fuzziness_003_10000_samples_dim_25,25,oc1,12,0.8601,0.7840834964122635,0.7653613498885705,0.774609312067021,0.7862932159165035,0.4817434635003133,399,400,25,25.0,1529.1776417628862
