seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,0.0004979581572115421
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,1,0.6934,0.0,,,0.481409001956947,0.440426887284292,1,2,5,0.0,101.7223055716604
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,2,0.7228,0.9546640574037835,0.5264388489208633,0.6786459540922792,0.6240487062404874,0.5672968305564212,2,3,5,5.0,163.6175159807317
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,3,0.7712,0.8708414872798435,0.5852696185883385,0.7000524383848977,0.653457273320287,0.5245304292437307,3,4,5,5.0,200.6538387001492
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,4,0.8051,0.8522504892367906,0.63592114869798,0.728362369337979,0.6772124374864099,0.47843327407680736,5,6,5,5.0,229.9164082040079
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,5,0.8254,0.867579908675799,0.665,0.7529012170959525,0.742204827136334,0.5047462525634923,9,10,5,5.0,256.7001611981541
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,6,0.8346,0.8979125896934116,0.672447484123107,0.7689944134078212,0.7747975902689841,0.5057111766720455,16,17,5,5.0,283.8453244692646
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,7,0.8748,0.8030006523157208,0.7916398713826367,0.797279792746114,0.8238530115242442,0.4915289521196273,29,30,5,5.0,311.57812535529956
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,8,0.8999,0.8522504892367906,0.8266371401455236,0.8392484342379958,0.855783866057839,0.5326427381851209,47,48,5,5.0,317.8961714580655
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,9,0.9133,0.8290932811480757,0.8811091854419411,0.8543101999663922,0.8565407195544179,0.5038774305374656,64,65,5,5.0,335.23357909498736
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,10,0.9293,0.8900848010437051,0.8806066473055825,0.8853203568532035,0.9017502789106939,0.5108384193001534,106,107,5,5.0,359.0235111559741
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,11,0.9364,0.8858447488584474,0.90473017988008,0.895187870797627,0.9022218268793611,0.5044827252977282,131,132,5,5.0,374.9442000100389
1,radial_segment_3d_fuzziness_003_10000_samples_dim_05,5,oc1,12,0.9461,0.898238747553816,0.9238510566923851,0.9108648916818256,0.9080076696515051,0.5333283631535677,164,165,5,5.0,388.3886517509818
