seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,0,0.6934,0.0,,,0.0,0.0,0,1,0,0.0,0.00044900504872202873
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,1,0.6934,0.0,,,0.11415525114155267,0.09415379650546307,1,2,20,0.0,330.17793764267117
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,2,0.6934,0.0,,,0.3910632746249183,0.26256256001351286,3,4,20,20.0,503.54604170424864
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,3,0.6934,0.0,,,0.5366927592954991,0.2791165149407384,7,8,20,20.0,617.0484200147912
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,4,0.6941,0.0029354207436399216,0.8181818181818182,0.005849853753656159,0.6455751250271797,0.3447580142704598,14,15,20,20.0,706.6540426760912
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,5,0.7097,0.47879973907371165,0.5293905517490083,0.5028258263401267,0.6681576740285153,0.3373151042641891,27,28,20,20.0,758.3853350239806
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,6,0.7277,0.4197651663405088,0.5768713581353653,0.4859354351519728,0.7148331935513932,0.4409789582359933,55,56,20,20.0,834.6380340550095
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,7,0.7667,0.6797129810828441,0.6066957787481805,0.6411321335179203,0.7548686185472995,0.4628884681123777,102,103,20,20.0,876.0869873510674
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,8,0.7783,0.6275277234181343,0.6415471823941313,0.6344600164880462,0.8124592302674496,0.4839480782730643,167,168,20,20.0,976.3541322587989
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,9,0.8066,0.7455968688845401,0.6645348837209303,0.7027359360590225,0.8286414331853693,0.4976680598224372,204,205,20,20.0,1049.0674822274595
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,10,0.8247,0.7002609262883236,0.7202281113720228,0.7101041838928395,0.8326701858016627,0.48754567189595055,270,271,20,20.0,1063.8010255028494
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,11,0.8493,0.8303979125896934,0.7206340220775544,0.7716320654644643,0.8260410017057886,0.5186928877570864,373,374,20,20.0,1132.8358338722028
11,radial_segment_3d_fuzziness_003_10000_samples_dim_20,20,oc1,12,0.8869,0.8118069145466406,0.817942819585935,0.8148633164183992,0.8069159709107068,0.49943970953949557,457,458,20,20.0,1113.4414206556976
