seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,runtime
8,barbell_3d_fuzziness_005,3,hhcart_d,0,0.7606,0.0,,,0.0,0.0,0,1,6.434973329305649e-06
8,barbell_3d_fuzziness_005,3,hhcart_d,1,0.7645,0.32456140350877194,0.5128712871287129,0.39754412893323104,0.17543859649122817,0.229087320018579,1,2,80.90181705914438
8,barbell_3d_fuzziness_005,3,hhcart_d,2,0.7827,0.6365914786967418,0.5390873717721967,0.5837962076230608,0.26023391812865504,0.3514698167037582,3,4,142.0126556707546
8,barbell_3d_fuzziness_005,3,hhcart_d,3,0.821,0.5877192982456141,0.6366515837104072,0.6112076455256299,0.5947159565580622,0.5058292489327674,7,8,182.6681443261914
8,barbell_3d_fuzziness_005,3,hhcart_d,4,0.8505,0.5442773600668338,0.7633274751025191,0.6354547671299684,0.7472326649958227,0.5860532034267127,15,16,208.67199808638543
8,barbell_3d_fuzziness_005,3,hhcart_d,5,0.8646,0.5329991645781119,0.843915343915344,0.6533538146441371,0.8375939849624057,0.5922546401791882,29,30,225.31949067115784
8,barbell_3d_fuzziness_005,3,hhcart_d,6,0.9094,0.8270676691729323,0.8009708737864077,0.8138101109741059,0.8788947677836567,0.591946915430343,53,54,234.93659162521362
8,barbell_3d_fuzziness_005,3,hhcart_d,7,0.922,0.8132832080200502,0.8539473684210527,0.8331193838254172,0.892493405799142,0.5783342374603382,88,89,242.1829770123586
8,barbell_3d_fuzziness_005,3,hhcart_d,8,0.931,0.8521303258145363,0.8585858585858586,0.8553459119496856,0.8980290231752222,0.5742895035513174,134,135,251.047206339892
8,barbell_3d_fuzziness_005,3,hhcart_d,9,0.9404,0.8796992481203008,0.8724109362054681,0.8760399334442595,0.8959788061955243,0.5679820969680753,186,187,255.6420635068789
8,barbell_3d_fuzziness_005,3,hhcart_d,10,0.9484,0.8680033416875522,0.9122036874451273,0.889554794520548,0.8913340261222156,0.5608007256895016,245,246,261.72977557592094
8,barbell_3d_fuzziness_005,3,hhcart_d,11,0.9566,0.8939014202172096,0.9224137931034483,0.9079338141705559,0.8816986911723752,0.5580533688451559,299,300,264.6293734628707
8,barbell_3d_fuzziness_005,3,hhcart_d,12,0.9632,0.9001670843776107,0.9435201401050788,0.9213339033775119,0.8727277965027509,0.5499587939254322,347,348,269.1066028974019
