seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,0,0.701,0.0,,,0.0,0.0,0,1,0,0.0,0.00040155602619051933
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,1,0.701,0.0,,,0.43311036789297663,0.3623990427759496,1,2,3,0.0,3.1557605490088463
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,2,0.82,0.7959866220735786,0.6666666666666666,0.725609756097561,0.6112040133779264,0.517349576341037,3,4,3,3.0,5.993085945956409
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,3,0.855,0.8695652173913043,0.7103825136612022,0.7819548872180451,0.7109412326803632,0.5299726319785081,6,7,3,3.0,8.418279208242893
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,4,0.858,0.8896321070234113,0.7093333333333334,0.7893175074183977,0.7461234417756157,0.5693338446815612,10,11,3,3.0,10.599619703367352
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,5,0.904,0.8060200668896321,0.8637992831541219,0.8339100346020762,0.7451923076923077,0.5938504900160817,15,16,3,3.0,12.776257970836014
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,6,0.927,0.8862876254180602,0.8717105263157895,0.87893864013267,0.7505016722408027,0.6034442375937581,24,25,3,3.0,16.41244885371998
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,7,0.936,0.8695652173913043,0.9122807017543859,0.8904109589041095,0.8573449961409827,0.6635279229459539,25,26,3,3.0,16.72787611093372
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,8,0.964,0.9464882943143813,0.933993399339934,0.9401993355481727,0.8730000903913946,0.5899329357218892,36,37,3,3.0,20.09289607871324
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,9,0.973,0.9531772575250836,0.9563758389261745,0.9547738693467337,0.8674749163879605,0.5657725548254571,39,40,3,3.0,21.163239215966314
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,10,0.975,0.9665551839464883,0.9506578947368421,0.9585406301824213,0.8491001751871317,0.5485894480085858,41,42,3,3.0,21.466554649639875
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,11,0.978,0.959866220735786,0.9663299663299664,0.9630872483221478,0.8588774174785514,0.5503400930361764,45,46,3,3.0,22.724351345095783
11,radial_segment_3d_fuzziness_003_1000_samples,3,oc1,12,0.982,0.9498327759197325,0.9895470383275261,0.9692832764505119,0.8539334011923803,0.5458668039293613,45,46,3,3.0,22.642203295137733
