seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,0,0.6912,0.0,,,0.0,0.0,0,1,0,0.0,0.0004422338679432869
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,1,0.6912,0.0,,,0.4501295336787565,0.3832369427885045,1,2,3,0.0,25.477404427714646
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,2,0.7916,0.9047927461139896,0.6095113438045375,0.7283628779979145,0.6742227979274611,0.5611081463935415,3,4,3,3.0,42.6808823691681
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,3,0.8174,0.8905440414507773,0.6488909863142992,0.7507507507507507,0.7640636565507033,0.5102295621592576,6,7,3,3.0,52.19503073813394
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,4,0.8492,0.9047927461139896,0.6971057884231537,0.7874859075535513,0.8356001727115716,0.5155121454866485,11,12,3,3.0,59.99137751199305
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,5,0.87,0.9319948186528497,0.7253024193548387,0.8157596371882087,0.866034905917644,0.5671905658975067,18,19,3,3.0,66.86414339393377
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,6,0.8958,0.8782383419689119,0.8028419182948491,0.8388493659140119,0.8534503061705132,0.6170498015277586,21,22,3,3.0,68.39706101082265
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,7,0.908,0.8575129533678757,0.8465473145780051,0.8519948519948521,0.8795706883789787,0.5527803724247953,34,35,3,3.0,75.91101964376867
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,8,0.9308,0.897020725388601,0.8810432569974554,0.8889602053915276,0.8920447365095414,0.5906851399484163,40,41,3,3.0,78.87032859632745
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,9,0.9404,0.8801813471502591,0.923233695652174,0.9011936339522547,0.8960852043753595,0.5601080326050036,53,54,3,3.0,82.73967044288293
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,10,0.9552,0.9060880829015544,0.9465493910690121,0.9258769027134348,0.8925561312607946,0.5326986017185731,74,75,3,3.0,94.10929803084582
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,11,0.9678,0.9397668393782384,0.9552337063857801,0.9474371531178583,0.9002931551677122,0.5802793612647228,113,114,3,3.0,101.8556815693155
1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,12,0.9642,0.9339378238341969,0.9493087557603687,0.9415605615409729,0.9257479525321743,0.5690238373948637,92,93,3,3.0,95.13355964329094
