seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,0,0.694,0.0,,,0.0,0.0,0,1,0,0.0,0.00041444413363933563
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,1,0.694,0.0,,,0.4771241830065358,0.4352386768783838,1,2,3,0.0,11.402281847316772
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,2,0.7776666666666666,0.9248366013071896,0.5867311679336559,0.717970401691332,0.6013071895424837,0.5522781102094316,2,3,3,3.0,18.34536346187815
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,3,0.811,0.906318082788671,0.6336633663366337,0.7458538771851189,0.7128540305010891,0.512146446978522,4,5,3,3.0,24.279346386902034
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,4,0.8456666666666667,0.869281045751634,0.6993865030674846,0.7751335599805731,0.7807734204793029,0.522333646215901,7,8,3,3.0,28.525172918103635
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,5,0.8723333333333333,0.8867102396514162,0.7447392497712717,0.8095474888115366,0.8184458968772697,0.5818291257451675,11,12,3,3.0,32.942466403823346
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,6,0.8766666666666667,0.8997821350762527,0.7481884057971014,0.8170128585558853,0.7944380366525694,0.5416188798283139,16,17,3,3.0,37.26400287216529
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,7,0.915,0.8769063180827886,0.8500527983104541,0.8632707774798928,0.8231663035584602,0.5165412968686043,23,24,3,3.0,41.750669063068926
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,8,0.9423333333333334,0.9019607843137255,0.9088913282107574,0.9054127938764351,0.8472524812394093,0.5339545776099468,35,36,3,3.0,46.63577534025535
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,9,0.946,0.8965141612200436,0.9247191011235955,0.9103982300884955,0.8554064900814129,0.535815664105098,37,38,3,3.0,47.21968804113567
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,10,0.953,0.9183006535947712,0.9273927392739274,0.922824302134647,0.8619570759745983,0.5005429457510586,46,47,3,3.0,50.29372877208516
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,11,0.9533333333333334,0.9237472766884531,0.9237472766884531,0.9237472766884531,0.8728857199445437,0.5496256419912005,54,55,3,3.0,52.069906688760966
11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,12,0.959,0.8976034858387799,0.9660023446658851,0.9305477131564088,0.8880509468744764,0.5354800265183737,64,65,3,3.0,56.86081028403714
