seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,0,0.6912,0.0,,,0.0,0.0,0,1,0,0.0,0.0004478101618587971
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,1,0.6912,0.0,,,0.47603626943005195,0.43240810936391894,1,2,3,0.0,23.531090881675482
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,2,0.7798,0.9287564766839378,0.591340206185567,0.7226001511715797,0.6031951640759932,0.5540728660567149,2,3,3,3.0,36.9751578560099
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,3,0.8136,0.6534974093264249,0.7176386913229018,0.6840677966101695,0.6082901554404145,0.45267541595966065,4,5,3,3.0,47.82904619304463
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,4,0.8548,0.7765544041450777,0.7588607594936709,0.7676056338028169,0.6683937823834198,0.4583152671311612,7,8,3,3.0,53.799678006675094
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,5,0.8938,0.8873056994818653,0.7932831499710481,0.8376643228370528,0.7926535899333829,0.5579571654088165,13,14,3,3.0,60.8877112949267
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,6,0.9154,0.8465025906735751,0.8754186202277294,0.8607178136318736,0.7773100172711571,0.5336859337722475,23,24,3,3.0,66.81303158635274
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,7,0.927,0.8264248704663213,0.9293517844136926,0.8748714432636271,0.8575129533678756,0.6165682396160002,39,40,3,3.0,75.77335485490039
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,8,0.9532,0.9002590673575129,0.9455782312925171,0.9223623092236232,0.8839333571556189,0.5761918802430106,57,58,3,3.0,77.00539150601253
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,9,0.962,0.9190414507772021,0.956199460916442,0.9372523117569352,0.9028497409326428,0.5738496448532864,79,80,3,3.0,81.32061146013439
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,10,0.964,0.9203367875647669,0.9614343707713126,0.9404367968232958,0.9113800075824594,0.606057283395979,81,82,3,3.0,79.38513945508748
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,11,0.9654,0.9216321243523317,0.9647457627118644,0.9426962570387546,0.9069095159863516,0.5695476240864272,81,82,3,3.0,82.09582187794149
11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,12,0.9682,0.9300518134715026,0.9657027572293208,0.9475420653249753,0.9259645857437497,0.5718426259251954,102,103,3,3.0,83.89093705220148
