seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,runtime
8,rectangle_2d_fuzziness_005,2,ridge_cart,0,0.637,0.0,,,0.0,0.0,0,1,0.00022459961473941803
8,rectangle_2d_fuzziness_005,2,ridge_cart,1,0.637,0.0,,,0.47024793388429753,0.37640210861754486,1,2,11.073678266257048
8,rectangle_2d_fuzziness_005,2,ridge_cart,2,0.717,0.874931129476584,0.5720461095100865,0.69178828142017,0.6698347107438016,0.5020518619349237,3,4,18.58957976102829
8,rectangle_2d_fuzziness_005,2,ridge_cart,3,0.791,0.8121212121212121,0.6767676767676768,0.7382920110192838,0.7794077134986221,0.5917020320133752,7,8,22.630087800789624
8,rectangle_2d_fuzziness_005,2,ridge_cart,4,0.8596,0.7283746556473829,0.8634879163945134,0.7901972504482964,0.8353351698806246,0.6537010941552079,14,15,25.37057460611686
8,rectangle_2d_fuzziness_005,2,ridge_cart,5,0.8778,0.8126721763085399,0.8447880870561283,0.8284189834316203,0.8699921290830381,0.6657604813924469,27,28,27.106963832862675
8,rectangle_2d_fuzziness_005,2,ridge_cart,6,0.9024,0.8793388429752066,0.8557640750670241,0.8673913043478262,0.8955808080808081,0.6163241417012482,47,48,28.142370886169374
8,rectangle_2d_fuzziness_005,2,ridge_cart,7,0.923,0.8881542699724518,0.8985507246376812,0.8933222499307287,0.8915717370262828,0.5881490717167999,73,74,29.391871294006705
8,rectangle_2d_fuzziness_005,2,ridge_cart,8,0.9318,0.8881542699724518,0.9211428571428572,0.9043478260869565,0.8963455959433433,0.5689358763712491,112,113,30.17821696959436
8,rectangle_2d_fuzziness_005,2,ridge_cart,9,0.9408,0.8947658402203856,0.9392712550607287,0.9164785553047403,0.887468163625968,0.540386450035309,158,159,30.954805704765022
8,rectangle_2d_fuzziness_005,2,ridge_cart,10,0.9478,0.9079889807162534,0.9460390355912744,0.9266235591790836,0.8819299339882525,0.5288886898429208,211,212,31.672530707903206
8,rectangle_2d_fuzziness_005,2,ridge_cart,11,0.9548,0.9217630853994491,0.952191235059761,0.9367301231802911,0.8786126679543607,0.5235378596140212,260,261,32.24717078497633
8,rectangle_2d_fuzziness_005,2,ridge_cart,12,0.959,0.9294765840220386,0.9563492063492064,0.9427214305671976,0.8751403091002476,0.5224790696951502,294,295,33.03953726030886
