seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,gini_coverage_class_1_leaves,gini_density_class_1_leaves,splits,leaves,runtime
11,barbell_2d_fuzziness_003,2,hhcart,0,0.648,0.0,,,0.0,0.0,0.0,0.0,0,1,4.2000028770416975e-06
11,barbell_2d_fuzziness_003,2,hhcart,1,0.648,0.0,,,0.013068181818181923,0.009869832772027465,0.0,0.0,1,2,0.004845399991609156
11,barbell_2d_fuzziness_003,2,hhcart,2,0.779,0.9693181818181819,0.6187885382662314,0.7553686074828426,0.4758522727272727,0.46414131912705514,0.011723329425556983,0.001023806859782539,3,4,0.016267300001345575
11,barbell_2d_fuzziness_003,2,hhcart,3,0.779,0.9693181818181819,0.6187885382662314,0.7553686074828426,0.5279829545454551,0.5175625525247718,0.10433763188745626,0.08779161575003336,7,8,0.019855299993650988
11,barbell_2d_fuzziness_003,2,hhcart,4,0.811,0.83125,0.6930364756039792,0.755877034358047,0.484253246753247,0.47349029719823554,0.05001139211665495,0.04220677154611718,13,14,0.042738400006783195
11,barbell_2d_fuzziness_003,2,hhcart,5,0.8172,0.8823863636363637,0.6871681415929204,0.7726368159203981,0.45222332015810274,0.43548836722808715,0.10093367675466824,0.04898619207834809,22,23,0.0542390000045998
11,barbell_2d_fuzziness_003,2,hhcart,6,0.8172,0.8823863636363637,0.6871681415929204,0.7726368159203981,0.4454879679144381,0.3710613650608907,0.19936835004446052,0.05504751452033596,33,34,0.06117479999375064
11,barbell_2d_fuzziness_003,2,hhcart,7,0.8178,0.8732954545454545,0.6907865168539326,0.7713927227101631,0.487752525252525,0.3272974301375742,0.3267187161136411,0.06613549214955405,44,45,0.0818312000046717
11,barbell_2d_fuzziness_003,2,hhcart,8,0.8214,0.8642045454545455,0.6993103448275862,0.7730622617534944,0.55782196969697,0.3012600230606033,0.4451179423036833,0.08191803243037366,59,60,0.11028459999943152
11,barbell_2d_fuzziness_003,2,hhcart,9,0.8236,0.8647727272727272,0.7026777469990766,0.7753438614365766,0.625619834710744,0.29527614204152974,0.5412468973572786,0.09650460250909587,76,77,0.1422762000001967
11,barbell_2d_fuzziness_003,2,hhcart,10,0.8238,0.8596590909090909,0.7047042384722869,0.7745072945994368,0.6480421686746989,0.29684413765345496,0.5618095552827873,0.09740756738490974,82,83,0.11429640000278596
11,barbell_2d_fuzziness_003,2,hhcart,11,0.824,0.8590909090909091,0.7052238805970149,0.7745901639344264,0.6520833333333338,0.30016866007596055,0.562807067271353,0.09870532874350091,83,84,0.16573250001238193
