seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,gini_coverage_class_1_leaves,gini_density_class_1_leaves,splits,leaves,runtime
1,barbell_2d_fuzziness_005,2,hhcart,0,0.596,0.0,,,0.0,0.0,0.0,0.0,0,1,8.600007276982069e-06
1,barbell_2d_fuzziness_005,2,hhcart,1,0.6254,0.3405940594059406,0.5598047192839707,0.42351492767005233,0.15940594059405955,0.1131307373597299,0.0,0.0,1,2,0.008438999997451901
1,barbell_2d_fuzziness_005,2,hhcart,2,0.6758,0.7742574257425743,0.5731037009893734,0.658664982101495,0.35396039603960405,0.32961807056422954,0.07161125319693085,0.04704219615904903,3,4,0.013317300006747246
1,barbell_2d_fuzziness_005,2,hhcart,3,0.6758,0.7742574257425743,0.5731037009893734,0.658664982101495,0.4293729372937296,0.3200098632398778,0.27493606138107407,0.04850081655720406,5,6,0.027283699993859045
1,barbell_2d_fuzziness_005,2,hhcart,4,0.7088,0.7306930693069307,0.6180904522613065,0.6696914700544465,0.5410341034103412,0.37249278704241084,0.31436314363143625,0.10735111120979313,8,9,0.03406669999822043
1,barbell_2d_fuzziness_005,2,hhcart,5,0.7088,0.7306930693069307,0.6180904522613065,0.6696914700544465,0.5540429042904289,0.3822382846970518,0.4685636856368567,0.1328377109287009,11,12,0.06867879998753779
1,barbell_2d_fuzziness_005,2,hhcart,6,0.7098,0.7396039603960396,0.6176105828854899,0.6731245776075693,0.5861386138613862,0.37938963478379795,0.5403837572512273,0.1378497221530639,12,13,0.04149129999859724
1,barbell_2d_fuzziness_005,2,hhcart,7,0.7098,0.7396039603960396,0.6176105828854899,0.6731245776075693,0.6154172560113156,0.3788445478248288,0.5403837572512273,0.1378497221530639,13,14,0.07774599999538623
1,barbell_2d_fuzziness_005,2,hhcart,8,0.7098,0.7396039603960396,0.6176105828854899,0.6731245776075693,0.6407920792079207,0.37020771256361584,0.5403837572512273,0.1378497221530639,14,15,0.04283339998801239
1,barbell_2d_fuzziness_005,2,hhcart,9,0.7098,0.7396039603960396,0.6176105828854899,0.6731245776075693,0.6630569306930694,0.3726850928941914,0.5403837572512273,0.1378497221530639,15,16,0.04547889999230392
