seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,runtime
1,barbell_3d_fuzziness_007,3,oc1,0,0.7215,0.0,,,0.0,0.0,0,1,0.0005390550941228867
1,barbell_3d_fuzziness_007,3,oc1,1,0.7215,0.0,,,0.47127468581687615,0.39026044434995244,1,2,62.390488440170884
1,barbell_3d_fuzziness_007,3,oc1,2,0.7215,0.0,,,0.594853381208857,0.48613190972465614,2,3,104.06899108411744
1,barbell_3d_fuzziness_007,3,oc1,3,0.7796,0.8912028725314183,0.566278804471823,0.6925223214285715,0.7021903052064633,0.5039163687554176,4,5,134.63301545521244
1,barbell_3d_fuzziness_007,3,oc1,4,0.8339,0.8768402154398564,0.649468085106383,0.7462184873949581,0.7755385996409334,0.48940241083961533,7,8,153.27722934121266
1,barbell_3d_fuzziness_007,3,oc1,5,0.8549,0.8351885098743268,0.7010247136829415,0.7622480747173521,0.8218754315702255,0.475222096848154,12,13,167.75603235606104
1,barbell_3d_fuzziness_007,3,oc1,6,0.869,0.829802513464991,0.7343501747696218,0.7791638570465272,0.873187104831785,0.5367831237395688,22,23,181.68444787338376
1,barbell_3d_fuzziness_007,3,oc1,7,0.8749,0.8175942549371634,0.7539735099337749,0.7844961240310078,0.8865452680174404,0.4844822450399606,34,35,192.21787055023015
1,barbell_3d_fuzziness_007,3,oc1,8,0.8943,0.8240574506283662,0.8018867924528302,0.8128209668850718,0.8485795754567538,0.5291788740226631,50,51,195.50586619926617
1,barbell_3d_fuzziness_007,3,oc1,9,0.8998,0.8423698384201077,0.8064627019594363,0.8240252897787145,0.8993203385483457,0.5331841309141641,83,84,220.51043050410226
1,barbell_3d_fuzziness_007,3,oc1,10,0.9135,0.8114901256732495,0.8692307692307693,0.8393686165273908,0.8986101652943728,0.5245018609417644,115,116,224.92666262481362
1,barbell_3d_fuzziness_007,3,oc1,11,0.9214,0.8276481149012568,0.8828035235541938,0.8543365455893255,0.8996867454961932,0.5239730796205015,144,145,238.99048921186477
1,barbell_3d_fuzziness_007,3,oc1,12,0.9335,0.8452423698384202,0.9095826893353941,0.8762330169365347,0.9089174529202799,0.5331273742354741,187,188,249.5876713260077
