seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,gini_coverage_class_1_leaves,gini_density_class_1_leaves,splits,leaves,runtime
1,barbell_2d_fuzziness_007,2,co2,0,0.5438,0.0,,,0.0,0.0,0.0,0.0,0,1,3.950000973418355e-05
1,barbell_2d_fuzziness_007,2,co2,1,0.5438,0.0,,,0.4767645769399387,0.29231321593434756,0.0,0.0,1,2,0.03092980000656098
1,barbell_2d_fuzziness_007,2,co2,2,0.594,0.922840859272249,0.5316999242232887,0.6746794871794872,0.698925909688733,0.4002144147082638,0.0,0.0,3,4,0.4981649999972433
1,barbell_2d_fuzziness_007,2,co2,3,0.6246,0.8711091626479615,0.5565826330532213,0.6792001367287643,0.7516440157825515,0.40725031575230153,0.0,0.0,5,6,0.8183500000159256
1,barbell_2d_fuzziness_007,2,co2,4,0.659,0.900043840420868,0.581586402266289,0.7065909482016864,0.8007452871547567,0.4367550485323006,0.5754180873518431,0.027230556979392473,9,10,0.9867459000088274
1,barbell_2d_fuzziness_007,2,co2,5,0.682,0.9298553266111355,0.5972965361869896,0.727366255144033,0.7835160017536169,0.43837742529648005,0.5342762847713343,0.06117098577213076,14,15,6.635862700000871
1,barbell_2d_fuzziness_007,2,co2,6,0.7924,0.7356422621657168,0.7941315664931378,0.7637687756030953,0.7820533258937468,0.4832705715528789,0.493682955899881,0.11584887354996143,21,22,3.1182116999989375
1,barbell_2d_fuzziness_007,2,co2,7,0.8552,0.8496273564226217,0.8357050452781372,0.8426086956521739,0.7431102510997896,0.4743836704057456,0.48366013071895386,0.0876766489276739,28,29,3.0973945999867283
1,barbell_2d_fuzziness_007,2,co2,8,0.865,0.8355984217448488,0.8640072529465095,0.8495654111878761,0.7694541867601932,0.47058724347994274,0.5776495278069256,0.08342481900118304,39,40,0.0
