dataset,data_dim,seed,algorithm,depth,splits,leaves,accuracy,coverage,density,f_score,training_time,avg_active_feature_count,feature_utilisation_ratio,tree_level_sparsity_index,composite_interpretability_score
radial_segment_2d,2,1,wodt,9,39,40,0.777,0.6569390402075227,0.6335209505941213,0.6450175103470231,0.5989179611206055,2.0,1.0,0.0,
radial_segment_2d,2,1,hhcart,10,42,43,0.7446,0.3450064850843061,0.6658322903629537,0.454506621102093,0.0740096569061279,2.0,1.0,0.0,
radial_segment_2d,2,1,randcart,10,234,235,0.9816,0.9669260700389104,0.9732375979112272,0.9700715679895902,0.0858938694000244,2.0,1.0,0.0,
radial_segment_2d,2,1,oc1,10,27,28,0.956,0.9040207522697796,0.950886766712142,0.9268617021276596,81.23620510101318,2.0,1.0,0.0,
radial_segment_2d,2,1,wodt,10,62,63,0.7384,0.8702983138780804,0.5477551020408163,0.6723446893787576,0.7313954830169678,2.0,1.0,0.0,
radial_segment_2d,2,1,hhcart,11,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0784018039703369,2.0,1.0,0.0,
radial_segment_2d,2,1,randcart,11,211,212,0.9876,0.9753566796368353,0.9842931937172776,0.9798045602605864,0.0868425369262695,2.0,1.0,0.0,
radial_segment_2d,2,1,oc1,11,32,33,0.9692,0.9325551232166018,0.9663978494623656,0.9491749174917492,81.24795436859131,2.0,1.0,0.0,
radial_segment_2d,2,1,wodt,11,79,80,0.8272,0.7872892347600519,0.6937142857142857,0.7375455650060753,0.8098468780517578,2.0,1.0,0.0,
radial_segment_2d,2,1,hhcart,12,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.081756591796875,2.0,1.0,0.0,
radial_segment_2d,2,1,randcart,12,211,212,0.9856,0.9701686121919584,0.9829172141918529,0.9765013054830288,0.0902342796325683,2.0,1.0,0.0,
radial_segment_2d,2,1,oc1,12,38,39,0.9726,0.9396887159533074,0.97052913596785,0.9548599670510708,81.67719578742981,2.0,1.0,0.0,
radial_segment_2d,2,1,wodt,12,114,115,0.839,0.6446173800259404,0.7945643485211831,0.7117794486215538,0.900855541229248,2.0,1.0,0.0,
radial_segment_2d,2,1,hhcart,13,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0796461105346679,2.0,1.0,0.0,
radial_segment_2d,2,1,randcart,13,251,252,0.9844,0.9714656290531776,0.9778067885117492,0.9746258945998698,0.1031222343444824,2.0,1.0,0.0,
radial_segment_2d,2,1,oc1,13,38,39,0.9722,0.9396887159533074,0.9692307692307692,0.9542311491603556,81.17086815834045,2.0,1.0,0.0,
radial_segment_2d,2,1,wodt,13,92,93,0.608,0.7438391699092088,0.4229351032448377,0.539257169722614,0.9519829750061036,2.0,1.0,0.0,
radial_segment_2d,2,1,hhcart,14,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0806310176849365,2.0,1.0,0.0,
radial_segment_2d,2,1,randcart,14,229,230,0.9868,0.9785992217898832,0.9785992217898832,0.9785992217898832,0.0952222347259521,2.0,1.0,0.0,
radial_segment_2d,2,1,oc1,14,42,43,0.9742,0.9416342412451362,0.9738430583501008,0.9574678536102867,81.5903799533844,2.0,1.0,0.0,
radial_segment_2d,2,1,wodt,14,78,79,0.6838,0.7846952010376135,0.4920699471329809,0.6048487878030493,0.8595864772796631,2.0,1.0,0.0,
radial_segment_2d,2,1,hhcart,15,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0808770656585693,2.0,1.0,0.0,
radial_segment_2d,2,1,randcart,15,225,226,0.985,0.9766536964980544,0.974757281553398,0.9757045675413022,0.0945959091186523,2.0,1.0,0.0,
radial_segment_2d,2,1,oc1,15,42,43,0.973,0.9429312581063554,0.9686875416389074,0.955635885639172,81.31849265098572,2.0,1.0,0.0,
radial_segment_2d,2,1,wodt,15,138,139,0.8214,0.7957198443579766,0.6797783933518006,0.7331939049895428,1.0958449840545654,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,1.5735626220703125e-05,0.0,0.0,,
radial_segment_2d,2,8,randcart,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,1.2874603271484377e-05,0.0,0.0,,
radial_segment_2d,2,8,oc1,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,0.0006937980651855,0.0,0.0,,
radial_segment_2d,2,8,wodt,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,0.0010254383087158,0.0,0.0,,
radial_segment_2d,2,8,hhcart,1,1,2,0.6916,0.0,,,0.0053522586822509,0.0,0.0,,
radial_segment_2d,2,8,randcart,1,1,2,0.6916,0.0,,,0.0725946426391601,0.0,0.0,,
radial_segment_2d,2,8,oc1,1,1,2,0.6916,0.0,,,27.05410146713257,0.0,0.0,,
radial_segment_2d,2,8,wodt,1,0,1,0.6916,1.0,0.3084,0.4714154692754509,0.0010430812835693,0.0,0.0,,
radial_segment_2d,2,8,hhcart,2,3,4,0.6916,0.0,,,0.00919771194458,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,2,3,4,0.6916,0.0,,,0.0050623416900634,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,2,2,3,0.6916,0.0,,,43.05690097808838,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,2,1,2,0.6916,0.0,,,0.0592536926269531,0.0,0.0,,
radial_segment_2d,2,8,hhcart,3,7,8,0.7142,0.235408560311284,0.5921696574225123,0.3368909512761021,0.0167057514190673,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,3,7,8,0.7072,0.3962386511024643,0.5340909090909091,0.4549516008935219,0.0077736377716064,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,3,3,4,0.6966,0.96757457846952,0.5042244001351808,0.6629637858253721,54.91368055343628,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,3,3,4,0.6916,0.0,,,0.1397426128387451,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,4,11,12,0.7226,0.3547341115434501,0.582534611288605,0.4409512293430068,0.023890733718872,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,4,15,16,0.7534,0.625810635538262,0.595311536088834,0.6101802086626621,0.0119142532348632,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,4,4,5,0.7682,0.9630350194552528,0.5740239659837649,0.7193024945507386,64.19924426078796,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,4,5,6,0.7064,0.4383916990920882,0.5289514866979655,0.4794326241134751,0.1760034561157226,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,5,16,17,0.7266,0.2600518806744488,0.6395534290271132,0.3697556477639465,0.0332856178283691,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,5,29,30,0.8546,0.8715953307392996,0.7175654030966364,0.7871156661786236,0.0180628299713134,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,5,5,6,0.7682,0.9630350194552528,0.5740239659837649,0.7193024945507386,71.72006058692932,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,5,12,13,0.7416,0.2237354085603113,0.7840909090909091,0.3481331987891019,0.2994108200073242,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,6,21,22,0.7352,0.3521400778210117,0.6255760368663594,0.4506224066390041,0.0423965454101562,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,6,51,52,0.8914,0.8216601815823605,0.8254071661237785,0.8235294117647058,0.0267138481140136,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,6,7,8,0.859,0.7762645914396887,0.7687861271676301,0.7725072604065828,76.07102847099304,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,6,15,16,0.8352,0.7399481193255513,0.729539641943734,0.734707018673535,0.3391132354736328,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,7,28,29,0.7424,0.3430609597924773,0.6579601990049752,0.4509803921568628,0.0471448898315429,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,7,81,82,0.9298,0.8728923476005188,0.8967355096602265,0.8846533026618468,0.0385396480560302,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,7,10,11,0.9074,0.8813229571984436,0.8291641244661379,0.8544482867022949,78.64964413642883,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,7,20,21,0.6346,0.2918287937743191,0.379746835443038,0.33003300330033,0.4238698482513428,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,8,34,35,0.7442,0.3521400778210117,0.6597812879708383,0.4591966173361522,0.0575017929077148,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,8,126,127,0.953,0.9312581063553826,0.9175718849840256,0.92436433859028,0.0497252941131591,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,8,15,16,0.9288,0.9156939040207522,0.8620268620268621,0.8880503144654088,79.54161500930786,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,8,27,28,0.7566,0.5869001297016861,0.6094276094276094,0.5979517674264948,0.512122392654419,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,9,38,39,0.7446,0.3488975356679636,0.6633785450061652,0.4572885677858053,0.0660638809204101,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,9,177,178,0.9716,0.9500648508430608,0.9575163398692812,0.9537760416666669,0.0679941177368164,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,9,20,21,0.942,0.9267185473411156,0.8897882938978829,0.9078780177890724,81.35343313217163,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,9,44,45,0.7458,0.7756160830090791,0.5638849599245639,0.6530166530166529,0.5692398548126221,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,10,42,43,0.7446,0.3450064850843061,0.6658322903629537,0.454506621102093,0.0689780712127685,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,10,204,205,0.9824,0.9662775616083008,0.9764089121887288,0.971316818774446,0.0780847072601318,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,10,27,28,0.956,0.9040207522697796,0.950886766712142,0.9268617021276596,80.9981300830841,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,10,31,32,0.8292,0.7276264591439688,0.7210796915167095,0.724338282763073,0.5866031646728516,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,11,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.070030927658081,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,11,231,232,0.9858,0.9734111543450064,0.9804049640757676,0.9768955418158152,0.0985691547393798,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,11,34,35,0.9712,0.9325551232166018,0.972936400541272,0.952317880794702,82.67315125465393,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,11,69,70,0.806,0.8333333333333334,0.6431431431431431,0.7259887005649718,0.7799110412597656,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,12,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.080789566040039,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,12,224,225,0.985,0.9714656290531776,0.9797253106605625,0.9755779876261804,0.0958368778228759,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,12,38,39,0.9726,0.9396887159533074,0.97052913596785,0.9548599670510708,81.68303990364075,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,12,128,129,0.7724,0.5804150453955902,0.6457431457431457,0.6113387978142077,1.0000216960906982,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,13,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0809814929962158,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,13,229,230,0.984,0.9688715953307392,0.9790301441677588,0.9739243807040416,0.0964329242706298,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,13,43,44,0.9738,0.9396887159533074,0.9744451916610626,0.9567514031033344,82.55946660041809,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,13,128,129,0.7284,0.8618677042801557,0.5371867421180275,0.6618525896414343,0.991741418838501,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,14,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0774750709533691,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,14,226,227,0.9862,0.970817120622568,0.9842209072978304,0.9774730656219393,0.0906574726104736,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,14,41,42,0.9738,0.9429312581063554,0.9712758851035403,0.9568937150378416,81.9271035194397,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,14,144,145,0.7208,0.7269779507133592,0.5348282442748091,0.6162726772952172,0.995685577392578,2.0,1.0,0.0,
radial_segment_2d,2,8,hhcart,15,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0829105377197265,2.0,1.0,0.0,
radial_segment_2d,2,8,randcart,15,238,239,0.9838,0.9649805447470816,0.9821782178217822,0.973503434739941,0.0976536273956298,2.0,1.0,0.0,
radial_segment_2d,2,8,oc1,15,44,45,0.9744,0.9422827496757458,0.9738605898123324,0.957811470006592,81.82756996154785,2.0,1.0,0.0,
radial_segment_2d,2,8,wodt,15,176,177,0.7148,0.788586251621271,0.5250431778929189,0.6303784344219804,1.109706163406372,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,3.504753112792969e-05,0.0,0.0,,
radial_segment_2d,2,11,randcart,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,1.6450881958007812e-05,0.0,0.0,,
radial_segment_2d,2,11,oc1,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,0.0009543895721435,0.0,0.0,,
radial_segment_2d,2,11,wodt,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,0.0010066032409667,0.0,0.0,,
radial_segment_2d,2,11,hhcart,1,1,2,0.6916,0.0,,,0.0333499908447265,0.0,0.0,,
radial_segment_2d,2,11,randcart,1,1,2,0.6916,0.0,,,0.1218707561492919,0.0,0.0,,
radial_segment_2d,2,11,oc1,1,1,2,0.6916,0.0,,,27.07172560691833,0.0,0.0,,
radial_segment_2d,2,11,wodt,1,0,1,0.6916,1.0,0.3084,0.4714154692754509,0.0010418891906738,0.0,0.0,,
radial_segment_2d,2,11,hhcart,2,3,4,0.6916,0.0,,,0.009202241897583,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,2,3,4,0.6916,0.0,,,0.0049433708190917,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,2,2,3,0.6916,0.0,,,43.06679630279541,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,2,1,2,0.6916,0.0,,,0.0619986057281494,0.0,0.0,,
radial_segment_2d,2,11,hhcart,3,7,8,0.7142,0.235408560311284,0.5921696574225123,0.3368909512761021,0.0183885097503662,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,3,7,8,0.7074,0.232166018158236,0.5620094191522763,0.3285910968334098,0.0082330703735351,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,3,3,4,0.6966,0.96757457846952,0.5042244001351808,0.6629637858253721,54.926750898361206,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,3,3,4,0.6916,0.0,,,0.148639440536499,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,4,11,12,0.7226,0.3547341115434501,0.582534611288605,0.4409512293430068,0.0249805450439453,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,4,15,16,0.8204,0.5084306095979247,0.8484848484848485,0.6358475263584752,0.0122683048248291,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,4,4,5,0.7682,0.9630350194552528,0.5740239659837649,0.7193024945507386,64.22494173049927,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,4,6,7,0.7594,0.3099870298313878,0.7747163695299838,0.4427975914775358,0.2157423496246338,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,5,16,17,0.7266,0.2600518806744488,0.6395534290271132,0.3697556477639465,0.0347766876220703,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,5,28,29,0.8694,0.7496757457846952,0.8123682361208714,0.7797639123102866,0.0181732177734375,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,5,5,6,0.7682,0.9630350194552528,0.5740239659837649,0.7193024945507386,72.01177597045898,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,5,12,13,0.7046,0.4824902723735408,0.5228390723822909,0.5018549747048903,0.2547004222869873,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,6,21,22,0.7352,0.3521400778210117,0.6255760368663594,0.4506224066390041,0.0403745174407959,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,6,53,54,0.9032,0.8385214007782101,0.8462041884816754,0.8423452768729641,0.0278072357177734,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,6,7,8,0.8594,0.7775616083009079,0.7690827453495831,0.7732989358271525,76.1106231212616,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,6,13,14,0.6688,0.9364461738002594,0.4810126582278481,0.6355633802816901,0.352703332901001,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,7,28,29,0.7424,0.3430609597924773,0.6579601990049752,0.4509803921568628,0.0463011264801025,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,7,81,82,0.9422,0.893644617380026,0.916833000665336,0.9050903119868636,0.0384798049926757,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,7,10,11,0.9074,0.8813229571984436,0.8291641244661379,0.8544482867022949,78.52939414978027,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,7,24,25,0.7832,0.4189364461738002,0.7745803357314148,0.5437710437710438,0.4414348602294922,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,8,34,35,0.7442,0.3521400778210117,0.6597812879708383,0.4591966173361522,0.054368257522583,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,8,114,115,0.9592,0.9079118028534372,0.957592339261286,0.9320905459387484,0.0465915203094482,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,8,15,16,0.9296,0.9150453955901426,0.8645833333333334,0.8890989287964713,80.08395004272461,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,8,26,27,0.6998,0.7619974059662775,0.508878302295366,0.6102311088029083,0.4784283638000488,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,9,38,39,0.7446,0.3488975356679636,0.6633785450061652,0.4572885677858053,0.0688898563385009,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,9,165,166,0.9732,0.9422827496757458,0.9699599465954606,0.9559210526315788,0.0646893978118896,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,9,20,21,0.9412,0.9267185473411156,0.8875776397515528,0.9067258883248732,80.96469116210938,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,9,46,47,0.7154,0.3865110246433204,0.5554520037278659,0.4558317399617591,0.6010336875915527,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,10,42,43,0.7446,0.3450064850843061,0.6658322903629537,0.454506621102093,0.0745394229888916,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,10,211,212,0.9832,0.96757457846952,0.9777195281782438,0.9726205997392438,0.0817434787750244,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,10,27,28,0.9568,0.9118028534370948,0.946164199192463,0.928665785997358,81.12590217590332,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,10,56,57,0.7594,0.6926070038910506,0.5943238731218697,0.6397124887690925,0.6660256385803223,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,11,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0804905891418457,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,11,225,226,0.9858,0.9688715953307392,0.984838497033619,0.9767898005884276,0.0904541015625,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,11,34,35,0.9706,0.9319066147859922,0.9716024340770792,0.9513406156901688,82.799147605896,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,11,74,75,0.7598,0.6121919584954605,0.6102133160956691,0.6112010359339592,0.8465650081634521,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,12,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0761225223541259,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,12,229,230,0.987,0.977302204928664,0.9804814573845152,0.9788892497564144,0.0930759906768798,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,12,38,39,0.9726,0.9396887159533074,0.97052913596785,0.9548599670510708,81.67564249038696,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,12,89,90,0.7956,0.5771725032425421,0.7063492063492064,0.635260528194147,0.8001000881195068,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,13,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0813539028167724,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,13,219,220,0.9848,0.9701686121919584,0.980340760157274,0.9752281616688396,0.0893375873565673,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,13,40,41,0.9736,0.9390402075226978,0.97442799461642,0.9564068692206076,82.6560423374176,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,13,100,101,0.8372,0.771076523994812,0.7206060606060606,0.7449874686716792,0.9543709754943848,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,14,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0765755176544189,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,14,221,222,0.9868,0.9760051880674449,0.9810951760104304,0.9785435630689208,0.0914905071258544,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,14,44,45,0.974,0.9429312581063554,0.9719251336898396,0.957208689927584,82.02301144599915,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,14,129,130,0.7014,0.8041504539559015,0.5100781571369807,0.624213440724893,1.0315437316894531,2.0,1.0,0.0,
radial_segment_2d,2,11,hhcart,15,44,45,0.7452,0.3456549935149157,0.6679197994987469,0.4555555555555556,0.0778589248657226,2.0,1.0,0.0,
radial_segment_2d,2,11,randcart,15,235,236,0.9856,0.9688715953307392,0.984189723320158,0.9764705882352942,0.1028573513031005,2.0,1.0,0.0,
radial_segment_2d,2,11,oc1,15,44,45,0.9744,0.9422827496757458,0.9738605898123324,0.957811470006592,81.35098147392273,2.0,1.0,0.0,
radial_segment_2d,2,11,wodt,15,147,148,0.7866,0.7250324254215305,0.6348665530948325,0.6769603390856798,1.1567497253417969,2.0,1.0,0.0,
radial_segment_2d,2,25,hhcart,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,1.3113021850585938e-05,0.0,0.0,,
radial_segment_2d,2,25,randcart,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,1.430511474609375e-05,0.0,0.0,,
radial_segment_2d,2,25,oc1,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,0.0007290840148925,0.0,0.0,,
radial_segment_2d,2,25,wodt,0,0,1,0.6916,1.0,0.3084,0.4714154692754509,0.0010550022125244,0.0,0.0,,
radial_segment_2d,2,25,hhcart,1,1,2,0.6916,0.0,,,0.0247819423675537,0.0,0.0,,
radial_segment_2d,2,25,randcart,1,1,2,0.6916,0.0,,,0.1257843971252441,0.0,0.0,,
radial_segment_2d,2,25,oc1,1,1,2,0.6916,0.0,,,26.84571385383606,0.0,0.0,,
radial_segment_2d,2,25,wodt,1,0,1,0.6916,1.0,0.3084,0.4714154692754509,0.0010676383972167,0.0,0.0,,
radial_segment_2d,2,25,hhcart,2,3,4,0.6916,0.0,,,0.009507417678833,2.0,1.0,0.0,
radial_segment_2d,2,25,randcart,2,3,4,0.6916,0.0,,,0.0051603317260742,2.0,1.0,0.0,
radial_segment_2d,2,25,oc1,2,2,3,0.6916,0.0,,,43.06944108009338,2.0,1.0,0.0,
radial_segment_2d,2,25,wodt,2,1,2,0.6916,0.0,,,0.0650942325592041,0.0,0.0,,
radial_segment_2d,2,25,hhcart,3,7,8,0.7142,0.235408560311284,0.5921696574225123,0.3368909512761021,0.0168023109436035,2.0,1.0,0.0,
radial_segment_2d,2,25,randcart,3,7,8,0.75,0.522697795071336,0.6106060606060606,0.5632424877707896,0.0080113410949707,2.0,1.0,0.0,
radial_segment_2d,2,25,oc1,3,3,4,0.6966,0.96757457846952,0.5042244001351808,0.6629637858253721,54.77543616294861,2.0,1.0,0.0,
radial_segment_2d,2,25,wodt,3,3,4,0.6916,0.0,,,0.1155829429626464,2.0,1.0,0.0,
radial_segment_2d,2,25,hhcart,4,11,12,0.7226,0.3547341115434501,0.582534611288605,0.4409512293430068,0.0253641605377197,2.0,1.0,0.0,
radial_segment_2d,2,25,randcart,4,15,16,0.8136,0.7185473411154345,0.6899128268991283,0.7039390088945362,0.0124433040618896,2.0,1.0,0.0,
radial_segment_2d,2,25,oc1,4,4,5,0.7682,0.9630350194552528,0.5740239659837649,0.7193024945507386,64.16936492919922,2.0,1.0,0.0,
radial_segment_2d,2,25,wodt,4,7,8,0.6462,0.2710765239948119,0.3932267168391345,0.3209213051823416,0.2051825523376464,2.0,1.0,0.0,
radial_segment_2d,2,25,hhcart,5,16,17,0.7266,0.2600518806744488,0.6395534290271132,0.3697556477639465,0.0328102111816406,2.0,1.0,0.0,
radial_segment_2d,2,25,randcart,5,29,30,0.833,0.6958495460440985,0.7456567060458652,0.7198926534719893,0.0184466838836669,2.0,1.0,0.0,
radial_segment_2d,2,25,oc1,5,5,6,0.7682,0.9630350194552528,0.5740239659837649,0.7193024945507386,71.55944299697876,2.0,1.0,0.0,
radial_segment_2d,2,25,wodt,5,10,11,0.766,0.4416342412451361,0.6878787878787879,0.537914691943128,0.269390344619751,2.0,1.0,0.0,
radial_segment_2d,2,25,hhcart,6,21,22,0.7352,0.3521400778210117,0.6255760368663594,0.4506224066390041,0.0434942245483398,2.0,1.0,0.0,
radial_segment_2d,2,25,randcart,6,50,51,0.9196,0.8151750972762646,0.9148471615720524,0.8621399176954733,0.0269322395324707,2.0,1.0,0.0,
radial_segment_2d,2,25,oc1,6,7,8,0.8594,0.7775616083009079,0.7690827453495831,0.7732989358271525,75.5984857082367,2.0,1.0,0.0,
radial_segment_2d,2,25,wodt,6,16,17,0.749,0.3281452658884565,0.6979310344827586,0.4464049404499338,0.3203122615814209,2.0,1.0,0.0,
radial_segment_2d,2,25,hhcart,7,28,29,0.7424,0.3430609597924773,0.6579601990049752,0.4509803921568628,0.0508227348327636,2.0,1.0,0.0,
radial_segment_2d,2,25,randcart,7,84,85,0.9312,0.90337224383917,0.8772040302267002,0.8900958466453675,0.0379316806793212,2.0,1.0,0.0,
radial_segment_2d,2,25,oc1,7,10,11,0.9064,0.8813229571984436,0.8266423357664233,0.8531073446327684,78.65115094184875,2.0,1.0,0.0,
radial_segment_2d,2,25,wodt,7,27,28,0.6964,0.6433203631647212,0.5061224489795918,0.5665334094802971,0.5046226978302002,2.0,1.0,0.0,
radial_segment_2d,2,25,hhcart,8,34,35,0.7442,0.3521400778210117,0.6597812879708383,0.4591966173361522,0.0603430271148681,2.0,1.0,0.0,
radial_segment_2d,2,25,randcart,8,114,115,0.9556,0.9105058365758756,0.9435483870967742,0.9267326732673268,0.0485143661499023,2.0,1.0,0.0,
radial_segment_2d,2,25,oc1,8,15,16,0.9296,0.9150453955901426,0.8645833333333334,0.8890989287964713,80.11300206184387,2.0,1.0,0.0,
radial_segment_2d,2,25,wodt,8,25,26,0.7126,0.5350194552529183,0.5339805825242718,0.5344995140913508,0.4842967987060547,2.0,1.0,0.0,
radial_segment_2d,2,25,hhcart,9,38,39,0.7446,0.3488975356679636,0.6633785450061652,0.4572885677858053,0.0697767734527587,2.0,1.0,0.0,
