dataset,data_dim,seed,algorithm,depth,splits,leaves,accuracy,coverage,density,f_score,training_time,avg_active_feature_count,feature_utilisation_ratio,tree_level_sparsity_index,composite_interpretability_score
saddle_3d,3,25,oc1,2,2,3,0.8022,0.0,,,169.28868794441223,3.0,1.0,0.0,
saddle_3d,3,25,wodt,2,1,2,0.8022,0.0,,,0.1138777732849121,0.0,0.0,,
saddle_3d,3,25,hhcart,3,7,8,0.8022,0.0,,,0.033700942993164,3.0,1.0,0.0,
saddle_3d,3,25,randcart,3,7,8,0.8144,0.3822042467138524,0.543884892086331,0.4489311163895487,0.0173099040985107,3.0,1.0,0.0,
saddle_3d,3,25,oc1,3,3,4,0.8161,0.7608695652173914,0.5242075931731104,0.6207465456795215,185.86167430877688,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,25,wodt,3,3,4,0.8022,0.0,,,0.2900633811950683,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,4,15,16,0.8236,0.4438827098078867,0.569390402075227,0.4988636363636363,0.0489194393157959,3.0,1.0,0.0,
saddle_3d,3,25,randcart,4,14,15,0.8257,0.3710819009100101,0.5952960259529603,0.457178449081283,0.0232775211334228,3.0,1.0,0.0,
saddle_3d,3,25,oc1,4,7,8,0.847,0.7846309403437816,0.5843373493975904,0.6698316788951231,207.23601484298703,3.0,1.0,0.0,
saddle_3d,3,25,wodt,4,7,8,0.7486,0.0182002022244691,0.0592105263157894,0.0278422273781902,0.4612054824829101,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,5,26,27,0.8331,0.6036400404448938,0.5743145743145743,0.5886122750801085,0.0677855014801025,3.0,1.0,0.0,
saddle_3d,3,25,randcart,5,24,25,0.857,0.7396359959555107,0.6152228763666947,0.6717171717171718,0.0289633274078369,3.0,1.0,0.0,
saddle_3d,3,25,oc1,5,9,10,0.8605,0.7836198179979778,0.6158124751688518,0.6896551724137931,203.87592554092407,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,25,wodt,5,14,15,0.6348,0.2730030333670374,0.196078431372549,0.228233305156382,0.4840650558471679,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,6,38,39,0.8448,0.5556117290192113,0.6202031602708804,0.5861333333333333,0.0900588035583496,3.0,1.0,0.0,
saddle_3d,3,25,randcart,6,49,50,0.8588,0.6814964610717897,0.6328638497652582,0.6562804284323273,0.0422208309173584,3.0,1.0,0.0,
saddle_3d,3,25,oc1,6,21,22,0.8881,0.8053589484327603,0.684572410829394,0.7400696864111498,222.0231935977936,3.0,1.0,0.0,
saddle_3d,3,25,wodt,6,22,23,0.6934,0.0606673407482305,0.0903614457831325,0.072595281306715,0.6290805339813232,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,7,51,52,0.855,0.5788675429726997,0.6498297389330306,0.6122994652406418,0.1055319309234619,3.0,1.0,0.0,
saddle_3d,3,25,randcart,7,81,82,0.9065,0.7659251769464105,0.762455963764469,0.7641866330390921,0.0558135509490966,3.0,1.0,0.0,
saddle_3d,3,25,oc1,7,33,34,0.9017,0.8210313447927199,0.7208166888592987,0.7676672181517372,227.2251238822937,3.0,1.0,0.0,
saddle_3d,3,25,wodt,7,27,28,0.7022,0.2138523761375126,0.2291440953412784,0.2212343096234309,0.7300918102264404,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,8,61,62,0.855,0.5788675429726997,0.6498297389330306,0.6122994652406418,0.1237237453460693,3.0,1.0,0.0,
saddle_3d,3,25,randcart,8,136,137,0.9276,0.8003033367037411,0.827928870292887,0.8138817480719794,0.0767037868499755,3.0,1.0,0.0,
saddle_3d,3,25,oc1,8,52,53,0.9181,0.7477249747219413,0.8221234018899388,0.7831612390786338,231.5516095161438,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,25,wodt,8,71,72,0.5994,0.506066734074823,0.2483870967741935,0.3332223701731025,1.0700173377990725,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,9,70,71,0.8586,0.6001011122345804,0.6558011049723756,0.6267159450897571,0.1325509548187255,3.0,1.0,0.0,
saddle_3d,3,25,randcart,9,236,237,0.9427,0.8543983822042467,0.8556962025316456,0.8550467998988109,0.1125903129577636,3.0,1.0,0.0,
saddle_3d,3,25,oc1,9,73,74,0.9303,0.8058645096056622,0.8358678552700577,0.8205920205920205,229.8363127708435,3.0,1.0,0.0,
saddle_3d,3,25,wodt,9,72,73,0.6035,0.3185035389282103,0.1940252540806898,0.2411483253588516,1.0873970985412598,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,10,84,85,0.8595,0.6066734074823054,0.6568144499178982,0.6307490144546649,0.1462490558624267,3.0,1.0,0.0,
saddle_3d,3,25,randcart,10,365,366,0.9595,0.8791708796764408,0.9128608923884516,0.8956992016482103,0.1548762321472168,3.0,1.0,0.0,
saddle_3d,3,25,oc1,10,91,92,0.9451,0.8311425682507584,0.8843464228079613,0.8569194683346364,232.3858635425568,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,25,wodt,10,140,141,0.6307,0.2421638018200202,0.1791994014216236,0.205977209202322,1.288933277130127,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,11,89,90,0.8602,0.6071789686552073,0.6591657519209659,0.6321052631578947,0.1593928337097168,3.0,1.0,0.0,
saddle_3d,3,25,randcart,11,476,477,0.9766,0.9322548028311426,0.948559670781893,0.9403365629780724,0.1909472942352295,3.0,1.0,0.0,
saddle_3d,3,25,oc1,11,100,101,0.9433,0.8407482305358949,0.8684073107049608,0.8543539686617004,224.67022514343265,3.0,1.0,0.0,
saddle_3d,3,25,wodt,11,141,142,0.5038,0.4878665318503539,0.1963776963776963,0.2800348229831688,1.3887264728546145,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,12,92,93,0.8609,0.6066734074823054,0.6618863761720905,0.6330783434450014,0.1617658138275146,3.0,1.0,0.0,
saddle_3d,3,25,randcart,12,523,524,0.978,0.9342770475227502,0.953560371517028,0.9438202247191012,0.2319581508636474,3.0,1.0,0.0,
saddle_3d,3,25,oc1,12,110,111,0.9513,0.840242669362993,0.9067103109656302,0.8722120178430859,224.02056097984317,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,25,wodt,12,168,169,0.627,0.275530839231547,0.1917663617171006,0.2261410788381742,1.388317346572876,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,13,94,95,0.8609,0.6066734074823054,0.6618863761720905,0.6330783434450014,0.1662209033966064,3.0,1.0,0.0,
saddle_3d,3,25,randcart,13,477,478,0.9795,0.9408493427704752,0.9548486403283736,0.9477973007384772,0.2233598232269287,3.0,1.0,0.0,
saddle_3d,3,25,oc1,13,122,123,0.9562,0.8442871587462083,0.9277777777777778,0.884065643197459,237.59392309188843,3.0,1.0,0.0,
saddle_3d,3,25,wodt,13,237,238,0.6644,0.2800808897876643,0.2228479485116653,0.2482078853046595,1.7634365558624268,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,14,95,96,0.8609,0.6066734074823054,0.6618863761720905,0.6330783434450014,0.1712522506713867,3.0,1.0,0.0,
saddle_3d,3,25,randcart,14,542,543,0.9784,0.9332659251769464,0.9564766839378238,0.9447287615148414,0.2490191459655761,3.0,1.0,0.0,
saddle_3d,3,25,oc1,14,156,157,0.9634,0.8640040444893832,0.9462901439645626,0.9032769556025372,237.85531210899356,3.0,1.0,0.0,
saddle_3d,3,25,wodt,14,268,269,0.6315,0.3195146612740142,0.2127229888926287,0.2554051323499697,1.9180924892425537,3.0,1.0,0.0,
saddle_3d,3,25,hhcart,15,95,96,0.8609,0.6066734074823054,0.6618863761720905,0.6330783434450014,0.171032428741455,3.0,1.0,0.0,
saddle_3d,3,25,randcart,15,518,519,0.9787,0.9474216380182002,0.9450327786182552,0.9462257005806616,0.2454359531402588,3.0,1.0,0.0,
saddle_3d,3,25,oc1,15,152,153,0.9611,0.8437815975733064,0.9542595769010864,0.8956265092567749,228.158141374588,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,25,wodt,15,295,296,0.6175,0.2674418604651162,0.1820998278829604,0.216670079868933,1.8573870658874512,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,0,0,1,0.8022,1.0,0.1978,0.3302721656370012,1.0728836059570312e-05,0.0,0.0,,
saddle_3d,3,47,randcart,0,0,1,0.8022,1.0,0.1978,0.3302721656370012,1.0251998901367188e-05,0.0,0.0,,
saddle_3d,3,47,oc1,0,0,1,0.8022,1.0,0.1978,0.3302721656370012,0.0007281303405761,0.0,0.0,,
saddle_3d,3,47,wodt,0,0,1,0.8022,1.0,0.1978,0.3302721656370012,0.0018861293792724,0.0,0.0,,
saddle_3d,3,47,hhcart,1,1,2,0.8022,0.0,,,0.0124025344848632,0.0,0.0,,
saddle_3d,3,47,randcart,1,1,2,0.8022,0.0,,,0.0062766075134277,0.0,0.0,,
saddle_3d,3,47,oc1,1,1,2,0.8022,0.0,,,112.17300629615784,0.0,0.0,,
saddle_3d,3,47,wodt,1,0,1,0.8022,1.0,0.1978,0.3302721656370012,0.0018889904022216,0.0,0.0,,
saddle_3d,3,47,hhcart,2,3,4,0.8022,0.0,,,0.0207819938659667,3.0,1.0,0.0,
saddle_3d,3,47,randcart,2,3,4,0.8022,0.0,,,0.010704755783081,3.0,1.0,0.0,
saddle_3d,3,47,oc1,2,2,3,0.8022,0.0,,,169.05086731910706,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,47,wodt,2,1,2,0.8022,0.0,,,0.216688871383667,0.0,0.0,,
saddle_3d,3,47,hhcart,3,7,8,0.8022,0.0,,,0.0343570709228515,3.0,1.0,0.0,
saddle_3d,3,47,randcart,3,7,8,0.8022,0.0,,,0.0170226097106933,3.0,1.0,0.0,
saddle_3d,3,47,oc1,3,4,5,0.8298,0.7669362992922144,0.5500362581580855,0.640625,197.7665703296661,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,47,wodt,3,3,4,0.7989,0.0217391304347826,0.361344537815126,0.0410109680495946,0.3773829936981201,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,4,15,16,0.8236,0.4438827098078867,0.569390402075227,0.4988636363636363,0.0492196083068847,3.0,1.0,0.0,
saddle_3d,3,47,randcart,4,14,15,0.8328,0.3857431749241658,0.6254098360655738,0.4771732332707942,0.0230278968811035,3.0,1.0,0.0,
saddle_3d,3,47,oc1,4,5,6,0.8386,0.7103134479271992,0.5744071954210956,0.6351717902350814,198.5718114376068,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,47,wodt,4,7,8,0.8022,0.0,,,0.4358303546905517,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,5,26,27,0.8331,0.6036400404448938,0.5743145743145743,0.5886122750801085,0.0679316520690918,3.0,1.0,0.0,
saddle_3d,3,47,randcart,5,28,29,0.8669,0.6223458038422649,0.6782369146005509,0.6490904297389929,0.0319483280181884,3.0,1.0,0.0,
saddle_3d,3,47,oc1,5,9,10,0.8649,0.7694641051567239,0.6297062474141498,0.6926052332195678,204.60720539093015,3.0,1.0,0.0,
saddle_3d,3,47,wodt,5,13,14,0.7488,0.0773508594539939,0.1821428571428571,0.1085876508161817,0.5028219223022461,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,6,38,39,0.8448,0.5556117290192113,0.6202031602708804,0.5861333333333333,0.0897881984710693,3.0,1.0,0.0,
saddle_3d,3,47,randcart,6,43,44,0.87,0.6375126390293225,0.6838394793926247,0.6598639455782312,0.0386538505554199,3.0,1.0,0.0,
saddle_3d,3,47,oc1,6,16,17,0.8857,0.776036400404449,0.6868008948545862,0.7286968905767862,211.12866377830505,3.0,1.0,0.0,
saddle_3d,3,47,wodt,6,25,26,0.6675,0.5005055611729019,0.2975653742110009,0.3732327992459943,0.6330444812774658,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,7,51,52,0.855,0.5788675429726997,0.6498297389330306,0.6122994652406418,0.1050753593444824,3.0,1.0,0.0,
saddle_3d,3,47,randcart,7,82,83,0.8998,0.7077856420626896,0.7675438596491229,0.7364544976328249,0.0554096698760986,3.0,1.0,0.0,
saddle_3d,3,47,oc1,7,33,34,0.9052,0.7972699696663297,0.742467043314501,0.7688932228181374,226.61909246444705,3.0,1.0,0.0,
saddle_3d,3,47,wodt,7,36,37,0.547,0.3680485338725985,0.1816367265469061,0.2432342131640494,0.8757748603820801,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,8,61,62,0.855,0.5788675429726997,0.6498297389330306,0.6122994652406418,0.1218016147613525,3.0,1.0,0.0,
saddle_3d,3,47,randcart,8,124,125,0.9315,0.8579373104145601,0.8077106139933365,0.8320666830105418,0.0696465969085693,3.0,1.0,0.0,
saddle_3d,3,47,oc1,8,53,54,0.9161,0.737108190091001,0.8204839617332583,0.7765645805592543,230.047238111496,3.0,1.0,0.0,
saddle_3d,3,47,wodt,8,57,58,0.7289,0.660262891809909,0.3904334828101644,0.4907007326695473,0.846682071685791,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,9,70,71,0.8586,0.6001011122345804,0.6558011049723756,0.6267159450897571,0.1351048946380615,3.0,1.0,0.0,
saddle_3d,3,47,randcart,9,220,221,0.9521,0.8801820020222447,0.8779626828038326,0.8790709416813937,0.105562686920166,3.0,1.0,0.0,
saddle_3d,3,47,oc1,9,73,74,0.93,0.8068756319514662,0.8338557993730408,0.8201438848920864,231.3588411808014,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,47,wodt,9,78,79,0.6557,0.6592517694641051,0.3201571323348883,0.4310031399768633,1.0372333526611328,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,10,84,85,0.8595,0.6066734074823054,0.6568144499178982,0.6307490144546649,0.1474204063415527,3.0,1.0,0.0,
saddle_3d,3,47,randcart,10,312,313,0.9651,0.8943377148634984,0.926663174436878,0.9102135322871108,0.1335949897766113,3.0,1.0,0.0,
saddle_3d,3,47,oc1,10,87,88,0.9418,0.8291203235591507,0.8704883227176221,0.8493008803728638,219.97971320152283,3.0,1.0,0.0,
saddle_3d,3,47,wodt,10,120,121,0.6696,0.345803842264914,0.2538975501113585,0.2928082191780822,1.2128245830535889,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,11,89,90,0.8602,0.6071789686552073,0.6591657519209659,0.6321052631578947,0.159592866897583,3.0,1.0,0.0,
saddle_3d,3,47,randcart,11,453,454,0.9777,0.9403437815975731,0.9465648854961832,0.9434440781131118,0.1826014518737793,3.0,1.0,0.0,
saddle_3d,3,47,oc1,11,103,104,0.9484,0.8195146612740142,0.9106741573033708,0.8626929217668973,220.4819922447205,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,47,wodt,11,151,152,0.722,0.2290192113245702,0.2652224824355972,0.2457948996201844,1.3072986602783203,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,12,92,93,0.8609,0.6066734074823054,0.6618863761720905,0.6330783434450014,0.1632492542266845,3.0,1.0,0.0,
saddle_3d,3,47,randcart,12,502,503,0.9781,0.9322548028311426,0.9559357179885952,0.9439467622216534,0.2256755828857422,3.0,1.0,0.0,
saddle_3d,3,47,oc1,12,125,126,0.9577,0.8538928210313448,0.9264947888096544,0.8887134964483031,236.96620678901672,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,47,wodt,12,162,163,0.7175,0.6122345803842265,0.3704496788008565,0.4615971031065371,1.3861219882965088,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,13,94,95,0.8609,0.6066734074823054,0.6618863761720905,0.6330783434450014,0.1661162376403808,3.0,1.0,0.0,
saddle_3d,3,47,randcart,13,519,520,0.9777,0.9322548028311426,0.9539575788929124,0.9429813346970084,0.2384786605834961,3.0,1.0,0.0,
saddle_3d,3,47,oc1,13,127,128,0.9591,0.8493427704752275,0.9380234505862648,0.8914831520297161,235.59139013290405,3.0,1.0,0.0,
saddle_3d,3,47,wodt,13,209,210,0.6379,0.2912032355915065,0.20608228980322,0.2413576367064739,1.824981927871704,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,14,95,96,0.8609,0.6066734074823054,0.6618863761720905,0.6330783434450014,0.1654112339019775,3.0,1.0,0.0,
saddle_3d,3,47,randcart,14,534,535,0.9774,0.9327603640040444,0.9520123839009288,0.942288049029622,0.2441606521606445,3.0,1.0,0.0,
saddle_3d,3,47,oc1,14,145,146,0.9642,0.8619817997977756,0.952513966480447,0.9049893842887472,235.88914823532104,2.0,0.6666666666666666,0.3333333333333333,2.0
saddle_3d,3,47,wodt,14,326,327,0.7157,0.2957532861476238,0.2874692874692874,0.2915524545228009,2.0645930767059326,3.0,1.0,0.0,
saddle_3d,3,47,hhcart,15,95,96,0.8609,0.6066734074823054,0.6618863761720905,0.6330783434450014,0.168365478515625,3.0,1.0,0.0,
saddle_3d,3,47,randcart,15,516,517,0.9794,0.936299292214358,0.958592132505176,0.9473145780051152,0.2372698783874511,3.0,1.0,0.0,
saddle_3d,3,47,oc1,15,145,146,0.9612,0.8523761375126391,0.9461279461279462,0.8968085106382979,227.7021300792694,3.0,1.0,0.0,
saddle_3d,3,47,wodt,15,290,291,0.6146,0.3200202224469161,0.2014640356460852,0.2472656249999999,1.8678772449493408,3.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,0,0,1,0.9236,1.0,0.0764,0.1419546636937941,1.239776611328125e-05,0.0,0.0,,
sine_wave_2d,2,1,randcart,0,0,1,0.9236,1.0,0.0764,0.1419546636937941,1.3113021850585938e-05,0.0,0.0,,
sine_wave_2d,2,1,oc1,0,0,1,0.9236,1.0,0.0764,0.1419546636937941,0.0007054805755615,0.0,0.0,,
sine_wave_2d,2,1,wodt,0,0,1,0.9236,1.0,0.0764,0.1419546636937941,0.0011103153228759,0.0,0.0,,
sine_wave_2d,2,1,hhcart,1,1,2,0.9236,0.0,,,0.006948709487915,0.0,0.0,,
sine_wave_2d,2,1,randcart,1,1,2,0.9236,0.0,,,0.1262853145599365,0.0,0.0,,
sine_wave_2d,2,1,oc1,1,1,2,0.9236,0.0,,,26.86556839942932,0.0,0.0,,
sine_wave_2d,2,1,wodt,1,0,1,0.9236,1.0,0.0764,0.1419546636937941,0.001108169555664,0.0,0.0,,
sine_wave_2d,2,1,hhcart,2,1,2,0.9236,0.0,,,0.0082635879516601,0.0,0.0,,
sine_wave_2d,2,1,randcart,2,3,4,0.9236,0.0,,,0.0049126148223876,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,2,2,3,0.9236,0.0,,,34.31224966049194,1.0,0.5,0.5,1.0
sine_wave_2d,2,1,wodt,2,1,2,0.9236,0.0,,,0.0666251182556152,0.0,0.0,,
sine_wave_2d,2,1,hhcart,3,1,2,0.9236,0.0,,,0.0083785057067871,0.0,0.0,,
sine_wave_2d,2,1,randcart,3,6,7,0.9236,0.0,,,0.0072519779205322,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,3,3,4,0.9236,0.0,,,37.350579261779785,2.0,1.0,0.0,
sine_wave_2d,2,1,wodt,3,2,3,0.9236,0.0,,,0.1295690536499023,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,4,1,2,0.9236,0.0,,,0.0087561607360839,0.0,0.0,,
sine_wave_2d,2,1,randcart,4,10,11,0.9236,0.0,,,0.0100338459014892,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,4,4,5,0.9236,0.0,,,38.439841747283936,2.0,1.0,0.0,
sine_wave_2d,2,1,wodt,4,5,6,0.9236,0.0,,,0.1536047458648681,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,5,1,2,0.9236,0.0,,,0.008411169052124,0.0,0.0,,
sine_wave_2d,2,1,randcart,5,15,16,0.941,0.518324607329843,0.6407766990291263,0.573082489146165,0.0116865634918212,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,5,5,6,0.9236,0.0,,,39.543662309646606,2.0,1.0,0.0,
sine_wave_2d,2,1,wodt,5,5,6,0.9484,0.693717277486911,0.6527093596059114,0.6725888324873096,0.1829822063446045,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,6,1,2,0.9236,0.0,,,0.0089039802551269,0.0,0.0,,
sine_wave_2d,2,1,randcart,6,24,25,0.963,0.643979057591623,0.8338983050847457,0.7267355982274741,0.0159387588500976,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,6,7,8,0.9494,0.6465968586387435,0.6767123287671233,0.6613119143239624,41.44536709785461,1.0,0.5,0.5,1.0
sine_wave_2d,2,1,wodt,6,12,13,0.8338,0.0863874345549738,0.0640776699029126,0.0735785953177257,0.2596280574798584,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,7,1,2,0.9236,0.0,,,0.008392333984375,0.0,0.0,,
sine_wave_2d,2,1,randcart,7,38,39,0.9702,0.8089005235602095,0.8025974025974026,0.8057366362451108,0.0205357074737548,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,7,11,12,0.9594,0.693717277486911,0.7549857549857549,0.7230559345156891,40.32956266403198,1.0,0.5,0.5,1.0
sine_wave_2d,2,1,wodt,7,11,12,0.9236,0.0,,,0.2308087348937988,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,8,1,2,0.9236,0.0,,,0.0083909034729003,0.0,0.0,,
sine_wave_2d,2,1,randcart,8,62,63,0.9782,0.8507853403141361,0.8620689655172413,0.8563899868247694,0.0285708904266357,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,8,15,16,0.9622,0.6178010471204188,0.8458781362007168,0.714069591527988,40.610631227493286,1.0,0.5,0.5,1.0
sine_wave_2d,2,1,wodt,8,25,26,0.9348,0.2670157068062827,0.6891891891891891,0.3849056603773585,0.3157117366790771,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,9,1,2,0.9236,0.0,,,0.0080692768096923,0.0,0.0,,
sine_wave_2d,2,1,randcart,9,94,95,0.982,0.8952879581151832,0.8724489795918368,0.8837209302325582,0.0384707450866699,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,9,20,21,0.9688,0.7408376963350786,0.8323529411764706,0.7839335180055401,40.90799927711487,1.0,0.5,0.5,1.0
sine_wave_2d,2,1,wodt,9,24,25,0.9012,0.4659685863874345,0.3803418803418803,0.4188235294117646,0.3239116668701172,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,10,1,2,0.9236,0.0,,,0.0083966255187988,0.0,0.0,,
sine_wave_2d,2,1,randcart,10,112,113,0.9906,0.9293193717277488,0.9466666666666668,0.9379128137384412,0.0442323684692382,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,10,27,28,0.975,0.7094240837696335,0.950877192982456,0.8125937031484258,41.417104721069336,2.0,1.0,0.0,
sine_wave_2d,2,1,wodt,10,41,42,0.7934,0.5445026178010471,0.1949390815370197,0.2870945479641132,0.4090046882629394,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,11,1,2,0.9236,0.0,,,0.0083808898925781,0.0,0.0,,
sine_wave_2d,2,1,randcart,11,126,127,0.992,0.9162303664921466,0.9776536312849162,0.945945945945946,0.0549573898315429,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,11,29,30,0.9822,0.9057591623036648,0.8671679197994987,0.8860435339308579,41.64548206329346,2.0,1.0,0.0,
sine_wave_2d,2,1,wodt,11,48,49,0.7938,0.1047120418848167,0.0548696844993141,0.072007200720072,0.4346423149108886,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,12,1,2,0.9236,0.0,,,0.0084600448608398,0.0,0.0,,
sine_wave_2d,2,1,randcart,12,120,121,0.9918,0.93717277486911,0.9546666666666668,0.9458388375165124,0.0542259216308593,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,12,36,37,0.9874,0.8769633507853403,0.9544159544159544,0.9140518417462484,41.462193965911865,2.0,1.0,0.0,
sine_wave_2d,2,1,wodt,12,62,63,0.894,0.6204188481675392,0.3810289389067524,0.4721115537848606,0.4583816528320312,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,13,1,2,0.9236,0.0,,,0.0083696842193603,0.0,0.0,,
sine_wave_2d,2,1,randcart,13,105,106,0.9924,0.9319371727748692,0.967391304347826,0.9493333333333333,0.0478549003601074,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,13,41,42,0.9892,0.93717277486911,0.922680412371134,0.92987012987013,41.05864214897156,2.0,1.0,0.0,
sine_wave_2d,2,1,wodt,13,77,78,0.9112,0.6675392670157068,0.4458041958041958,0.5345911949685533,0.5280561447143555,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,14,1,2,0.9236,0.0,,,0.0085463523864746,0.0,0.0,,
sine_wave_2d,2,1,randcart,14,116,117,0.9928,0.9528795811518324,0.9528795811518324,0.9528795811518324,0.0512540340423584,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,14,42,43,0.993,0.9345549738219896,0.9727520435967304,0.9532710280373832,41.77509760856629,1.0,0.5,0.5,1.0
sine_wave_2d,2,1,wodt,14,88,89,0.7996,0.2853403141361256,0.130071599045346,0.1786885245901639,0.603257417678833,2.0,1.0,0.0,
sine_wave_2d,2,1,hhcart,15,1,2,0.9236,0.0,,,0.0081202983856201,0.0,0.0,,
sine_wave_2d,2,1,randcart,15,121,122,0.9914,0.9345549738219896,0.952,0.9431968295904888,0.05350923538208,2.0,1.0,0.0,
sine_wave_2d,2,1,oc1,15,48,49,0.995,0.9424083769633508,0.9917355371900828,0.9664429530201342,41.65971660614014,1.0,0.5,0.5,1.0
sine_wave_2d,2,1,wodt,15,85,86,0.9372,0.193717277486911,0.925,0.3203463203463204,0.5199787616729736,2.0,1.0,0.0,
sine_wave_2d,2,8,hhcart,0,0,1,0.9236,1.0,0.0764,0.1419546636937941,1.0967254638671877e-05,0.0,0.0,,
sine_wave_2d,2,8,randcart,0,0,1,0.9236,1.0,0.0764,0.1419546636937941,1.0251998901367188e-05,0.0,0.0,,
sine_wave_2d,2,8,oc1,0,0,1,0.9236,1.0,0.0764,0.1419546636937941,0.0006048679351806,0.0,0.0,,
sine_wave_2d,2,8,wodt,0,0,1,0.9236,1.0,0.0764,0.1419546636937941,0.0009739398956298,0.0,0.0,,
sine_wave_2d,2,8,hhcart,1,1,2,0.9236,0.0,,,0.0955924987792968,0.0,0.0,,
sine_wave_2d,2,8,randcart,1,1,2,0.9236,0.0,,,0.1161947250366211,0.0,0.0,,
sine_wave_2d,2,8,oc1,1,1,2,0.9236,0.0,,,25.62318730354309,0.0,0.0,,
sine_wave_2d,2,8,wodt,1,0,1,0.9236,1.0,0.0764,0.1419546636937941,0.0010335445404052,0.0,0.0,,
sine_wave_2d,2,8,hhcart,2,1,2,0.9236,0.0,,,0.0077636241912841,0.0,0.0,,
sine_wave_2d,2,8,randcart,2,3,4,0.9236,0.0,,,0.0045437812805175,2.0,1.0,0.0,
sine_wave_2d,2,8,oc1,2,2,3,0.9236,0.0,,,32.88207674026489,2.0,1.0,0.0,
sine_wave_2d,2,8,wodt,2,1,2,0.9236,0.0,,,0.0594179630279541,0.0,0.0,,
sine_wave_2d,2,8,hhcart,3,1,2,0.9236,0.0,,,0.0077910423278808,0.0,0.0,,
sine_wave_2d,2,8,randcart,3,6,7,0.9236,0.0,,,0.0068094730377197,2.0,1.0,0.0,
sine_wave_2d,2,8,oc1,3,3,4,0.9236,0.0,,,34.62319850921631,1.0,0.5,0.5,1.0
sine_wave_2d,2,8,wodt,3,2,3,0.9236,0.0,,,0.0833988189697265,2.0,1.0,0.0,
sine_wave_2d,2,8,hhcart,4,1,2,0.9236,0.0,,,0.0077824592590332,0.0,0.0,,
sine_wave_2d,2,8,randcart,4,10,11,0.9362,0.4319371727748691,0.6179775280898876,0.5084745762711864,0.0090823173522949,2.0,1.0,0.0,
