shape,label_noise,n_samples,seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,alpha,lambda_reg,threshold_value
radial_segment_3d,0.003,2000,1,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,3,0.823,0.8762541806020067,0.6517412935323383,0.7475035663338089,0.7611084567606308,0.5315542241901456,6,7,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,1,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,4,0.8495,0.9247491638795988,0.6835599505562423,0.7860696517412935,0.83240431066518,0.6415200093204809,8,9,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,1,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,5,0.8775,0.9264214046822744,0.7337748344370861,0.8189209164818921,0.8794019279952783,0.658160121581725,16,17,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,1,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,6,0.8975,0.9180602006688964,0.7787234042553192,0.8426707597851113,0.8985507246376812,0.6387819090832552,23,24,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,1,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,7,0.9215,0.9163879598662208,0.8366412213740458,0.8747007182761373,0.8748516560578272,0.5551512784484756,30,31,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,1,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,8,0.938,0.9230769230769232,0.8761904761904762,0.8990228013029316,0.880409445626837,0.637572834120701,32,33,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,1,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,9,0.948,0.9230769230769232,0.9049180327868852,0.913907284768212,0.8917444111952122,0.6103364896578534,37,38,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,1,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,10,0.9535,0.92809364548495,0.9173553719008264,0.922693266832918,0.8871600988803257,0.5858293561495045,45,46,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,1,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,11,0.9585,0.9180602006688964,0.9416809605488852,0.9297205757832344,0.8710595602362483,0.5625827567018535,46,47,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,1,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,12,0.9685,0.9264214046822744,0.9668411867364748,0.9461998292058068,0.8760683760683758,0.537963961700449,53,54,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,0,0.701,0.0,,,0.0,0.0,0,1,0,0.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,1,0.701,0.0,,,0.4498327759197325,0.3872024395565798,1,2,3,0.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,2,0.8055,0.8812709030100334,0.6236686390532544,0.7304227304227303,0.6622073578595318,0.563803532243843,3,4,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,3,0.8405,0.8795986622073578,0.6804657179818887,0.7673231218088986,0.7429526994744389,0.4975495714147682,6,7,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,4,0.8675,0.8979933110367893,0.7246963562753036,0.8020911127707243,0.8227424749163879,0.5932779553264378,10,11,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,5,0.8745,0.9347826086956522,0.7250324254215305,0.8166544923301681,0.8311916916035913,0.5980368294706824,18,19,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,6,0.8895,0.7123745819397993,0.8968421052631579,0.7940354147250698,0.8298676748582232,0.6377889674385249,22,23,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,7,0.9405,0.9297658862876256,0.8783570300157978,0.9033306255077173,0.8627749062531671,0.655082509366689,32,33,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,8,0.955,0.9264214046822744,0.9233333333333332,0.9248747913188649,0.8658225832138877,0.6203453080597727,41,42,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,9,0.969,0.939799331103679,0.95578231292517,0.9477234401349074,0.8951048951048952,0.5960410932588291,54,55,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,10,0.972,0.9364548494983278,0.9688581314878892,0.9523809523809524,0.90079927441755,0.6218200751611795,58,59,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,11,0.9675,0.9264214046822744,0.9634782608695652,0.9445865302642796,0.9006630288094819,0.5566220377288196,56,57,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,8,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,12,0.968,0.9247491638795988,0.9667832167832168,0.9452991452991452,0.9053570380801506,0.6177610154917141,56,57,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,0,0.701,0.0,,,0.0,0.0,0,1,0,0.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,1,0.701,0.0,,,0.4381270903010035,0.3682702327196943,1,2,3,0.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,2,0.7975,0.9013377926421404,0.6090395480225989,0.7269049224544842,0.6722408026755853,0.56828824972545,3,4,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,3,0.8355,0.8678929765886287,0.6749024707412223,0.7593269934162399,0.7196209587513933,0.4971425166397425,5,6,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,4,0.859,0.8913043478260869,0.7106666666666667,0.7908011869436202,0.8266443701226311,0.5996757148462697,11,12,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,5,0.8655,0.9414715719063546,0.7063989962358845,0.8071684587813619,0.8005852842809364,0.6019376475686427,15,16,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,6,0.914,0.8612040133779264,0.8526490066225165,0.8569051580698835,0.8408330799635146,0.6283754825001222,21,22,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,7,0.9285,0.911371237458194,0.8582677165354331,0.884022708840227,0.8700606961476529,0.6466579712907432,26,27,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,8,0.945,0.8979933110367893,0.9163822525597268,0.9070945945945944,0.8683110367892979,0.6323306103698476,31,32,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,9,0.9485,0.9147157190635452,0.9131886477462438,0.9139515455304928,0.8700052807604297,0.6130647553290474,37,38,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,10,0.963,0.931438127090301,0.9440677966101696,0.9377104377104376,0.8902543361592905,0.6272783892132592,42,43,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,11,0.966,0.9364548494983278,0.9491525423728814,0.9427609427609428,0.8974596171635949,0.6238209269766228,46,47,3,3.0,,0.0,0.0
radial_segment_3d,0.003,2000,11,radial_segment_3d_fuzziness_003_2000_samples,3,oc1,12,0.968,0.9347826086956522,0.9571917808219178,0.94585448392555,0.9002675585284279,0.6186991106260209,49,50,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,0,0.694,0.0,,,0.0,0.0,0,1,0,0.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,1,0.694,0.0,,,0.485838779956427,0.4511785590689445,1,2,3,0.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,2,0.7463333333333333,0.8344226579520697,0.5570909090909091,0.6681203663323158,0.6574074074074074,0.5128237223861467,3,4,3,3.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,3,0.804,0.900871459694989,0.6246223564954683,0.7377341659232827,0.7769607843137254,0.505541496454128,7,8,3,3.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,4,0.8446666666666667,0.8986928104575164,0.6886477462437396,0.779773156899811,0.85239651416122,0.5234844127245519,15,16,3,3.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,5,0.862,0.8899782135076253,0.7230088495575221,0.7978515625000001,0.90248666516415,0.5895834042098864,28,29,3,3.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,6,0.872,0.9531590413943356,0.7195723684210527,0.8200562324273665,0.9022720199190788,0.5688334787963998,41,42,3,3.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,7,0.9043333333333332,0.8496732026143791,0.8396124865446717,0.8446128857606932,0.903789293495176,0.5785841370643259,55,56,3,3.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,8,0.922,0.9400871459694988,0.8282149712092131,0.8806122448979593,0.8898708153057779,0.5692208047718819,70,71,3,3.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,9,0.934,0.9368191721132898,0.86,0.8967674661105318,0.8725743527385115,0.5463970693790401,85,86,3,3.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,10,0.954,0.8954248366013072,0.9513888888888888,0.9225589225589226,0.8631154684095861,0.5346874061363442,99,100,3,3.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,11,0.9586666666666668,0.9357298474945532,0.9296536796536796,0.9326818675352876,0.8683254978404615,0.5460026929708659,113,114,3,3.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,hhcart_d,12,0.9646666666666668,0.9444444444444444,0.940347071583514,0.942391304347826,0.8616644880174293,0.5353506074834851,124,125,3,3.0,0.0,,
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,0,0.694,0.0,,,0.0,0.0,0,1,0,0.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,1,0.694,0.0,,,0.4520697167755991,0.3872090942707527,1,2,3,0.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,2,0.79,0.9041394335511984,0.6049562682215743,0.7248908296943232,0.6672113289760349,0.4958371551192675,3,4,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,3,0.8226666666666667,0.9183006535947712,0.6484615384615384,0.7601442741208295,0.7488328664799253,0.4941009492962547,6,7,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,4,0.8526666666666667,0.9237472766884532,0.6950819672131148,0.7932647333956969,0.8156070509011688,0.5625325050134229,10,11,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,5,0.859,0.9237472766884532,0.7060782681099084,0.8003775365738557,0.8001089324618738,0.5695773183692845,15,16,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,6,0.8963333333333333,0.920479302832244,0.7802400738688827,0.8445777111444279,0.8989651416122002,0.6135047317039819,23,24,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,7,0.906,0.9139433551198256,0.8051823416506718,0.8561224489795919,0.8593014266638554,0.5744053069200428,30,31,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,8,0.9473333333333334,0.8965141612200436,0.9288939051918736,0.9124168514412416,0.8524509803921569,0.5776873622566474,39,40,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,9,0.9526666666666668,0.8943355119825708,0.9480369515011547,0.9204035874439462,0.8610505930767369,0.5515485779860139,53,54,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,10,0.964,0.9183006535947712,0.9623287671232876,0.9397993311036787,0.8769221053961036,0.5579718240167888,68,69,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,11,0.9656666666666668,0.920479302832244,0.9657142857142856,0.9425543781372002,0.8846808129644552,0.5618909452308354,72,73,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,1,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,12,0.9663333333333334,0.9215686274509804,0.9668571428571427,0.9436698271054098,0.8938048153734428,0.5843080015797801,77,78,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,0,0.694,0.0,,,0.0,0.0,0,1,0,0.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,1,0.694,0.0,,,0.4531590413943354,0.392294895532769,1,2,3,0.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,2,0.8006666666666666,0.8921568627450981,0.6213960546282246,0.7325581395348837,0.5635439360929559,0.515373522622657,2,3,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,3,0.834,0.8986928104575164,0.6707317073170732,0.7681564245810056,0.681917211328976,0.4861046245041496,4,5,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,4,0.8583333333333333,0.8986928104575164,0.7130509939498704,0.7951807228915663,0.7761437908496733,0.5052861072036945,7,8,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,5,0.8653333333333333,0.9030501089324618,0.7246503496503497,0.8040737148399612,0.7936507936507937,0.5282237677640369,13,14,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,6,0.9066666666666666,0.8845315904139434,0.8235294117647058,0.8529411764705882,0.8417211328976033,0.5812572786575245,19,20,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,7,0.9196666666666666,0.8976034858387799,0.8486096807415036,0.8724192694547379,0.8742608154372862,0.5358774719960158,27,28,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,8,0.9326666666666666,0.9074074074074074,0.8768421052631579,0.89186295503212,0.886499402628435,0.5809325985800298,30,31,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,9,0.9413333333333334,0.8812636165577342,0.9235159817351598,0.9018952062430324,0.893748952572482,0.5973572766018402,38,39,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,10,0.944,0.9161220043572984,0.9023605150214592,0.9091891891891892,0.9009440813362384,0.6206883105154029,44,45,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,11,0.947,0.9139433551198256,0.912948857453754,0.9134458356015244,0.8888050946874475,0.6000314642428155,51,52,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,8,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,12,0.9566666666666668,0.9030501089324618,0.9528735632183908,0.9272930648769576,0.9013556039699828,0.6173405968035874,53,54,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,0,0.694,0.0,,,0.0,0.0,0,1,0,0.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,1,0.694,0.0,,,0.4771241830065358,0.4352386768783838,1,2,3,0.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,2,0.7776666666666666,0.9248366013071896,0.5867311679336559,0.717970401691332,0.6013071895424837,0.5522781102094316,2,3,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,3,0.811,0.906318082788671,0.6336633663366337,0.7458538771851189,0.7128540305010891,0.512146446978522,4,5,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,4,0.8456666666666667,0.869281045751634,0.6993865030674846,0.7751335599805731,0.7807734204793029,0.522333646215901,7,8,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,5,0.8723333333333333,0.8867102396514162,0.7447392497712717,0.8095474888115366,0.8184458968772697,0.5818291257451675,11,12,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,6,0.8766666666666667,0.8997821350762527,0.7481884057971014,0.8170128585558853,0.7944380366525694,0.5416188798283139,16,17,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,7,0.915,0.8769063180827886,0.8500527983104541,0.8632707774798928,0.8231663035584602,0.5165412968686043,23,24,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,8,0.9423333333333334,0.9019607843137256,0.9088913282107574,0.9054127938764353,0.8472524812394093,0.5339545776099468,35,36,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,9,0.946,0.8965141612200436,0.9247191011235956,0.9103982300884956,0.8554064900814129,0.535815664105098,37,38,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,10,0.953,0.9183006535947712,0.9273927392739274,0.922824302134647,0.8619570759745983,0.5005429457510586,46,47,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,11,0.9533333333333334,0.9237472766884532,0.9237472766884532,0.9237472766884532,0.8728857199445437,0.5496256419912005,54,55,3,3.0,,0.0,0.0
radial_segment_3d,0.003,3000,11,radial_segment_3d_fuzziness_003_3000_samples,3,oc1,12,0.959,0.8976034858387799,0.9660023446658852,0.9305477131564088,0.8880509468744764,0.5354800265183737,64,65,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,0,0.6912,0.0,,,0.0,0.0,0,1,0,0.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,1,0.6912,0.0,,,0.4715025906735752,0.4198267598718816,1,2,3,0.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,2,0.7672,0.822538860103627,0.5879629629629629,0.6857451403887688,0.6408678756476685,0.4732599738521312,3,4,3,3.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,3,0.813,0.932642487046632,0.6340819022457067,0.7549148099606814,0.7827072538860105,0.451883791855397,7,8,3,3.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,4,0.8536,0.9281088082901554,0.6976630963972736,0.7965536409116175,0.8671470207253886,0.5786848326497653,15,16,3,3.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,5,0.8598,0.9242227979274612,0.7095972153157633,0.8028129395218002,0.8605833813087698,0.5442211724049573,26,27,3,3.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,6,0.8986,0.8788860103626943,0.8091830649970185,0.8425954672461968,0.887865049458314,0.5816993458499964,43,44,3,3.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,7,0.9128,0.9112694300518136,0.824736225087925,0.8658461538461539,0.8991351722035963,0.542327258084724,67,68,3,3.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,8,0.9262,0.925518134715026,0.8490790255496138,0.885652308645801,0.8958003817834741,0.5457880591200532,94,95,3,3.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,9,0.944,0.8860103626943006,0.9293478260869564,0.907161803713528,0.8947016546882836,0.5287683432716517,123,124,3,3.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,10,0.9584,0.9404145077720208,0.9260204081632653,0.9331619537275064,0.894997870679253,0.5274194986404699,145,146,3,3.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,11,0.965,0.9514248704663212,0.9362651370299554,0.9437841310632832,0.8933712885110607,0.5371313180619102,166,167,3,3.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,hhcart_d,12,0.9708,0.9572538860103628,0.9486521181001284,0.9529335912314636,0.8937892735089847,0.541963905694339,187,188,3,3.0,0.0,,
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,0,0.6912,0.0,,,0.0,0.0,0,1,0,0.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,1,0.6912,0.0,,,0.4501295336787565,0.3832369427885045,1,2,3,0.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,2,0.7916,0.9047927461139896,0.6095113438045375,0.7283628779979145,0.6742227979274611,0.5611081463935415,3,4,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,3,0.8174,0.8905440414507773,0.6488909863142992,0.7507507507507507,0.7640636565507033,0.5102295621592576,6,7,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,4,0.8492,0.9047927461139896,0.6971057884231537,0.7874859075535513,0.8356001727115716,0.5155121454866485,11,12,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,5,0.87,0.9319948186528496,0.7253024193548387,0.8157596371882087,0.866034905917644,0.5671905658975067,18,19,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,6,0.8958,0.8782383419689119,0.8028419182948491,0.8388493659140119,0.8534503061705132,0.6170498015277586,21,22,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,7,0.908,0.8575129533678757,0.8465473145780051,0.8519948519948521,0.8795706883789787,0.5527803724247953,34,35,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,8,0.9308,0.897020725388601,0.8810432569974554,0.8889602053915276,0.8920447365095414,0.5906851399484163,40,41,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,9,0.9404,0.8801813471502591,0.923233695652174,0.9011936339522548,0.8960852043753595,0.5601080326050036,53,54,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,10,0.9552,0.9060880829015544,0.946549391069012,0.9258769027134348,0.8925561312607946,0.5326986017185731,74,75,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,11,0.9678,0.9397668393782384,0.95523370638578,0.9474371531178584,0.9002931551677122,0.5802793612647228,113,114,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,1,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,12,0.9642,0.9339378238341968,0.9493087557603688,0.9415605615409728,0.9257479525321743,0.5690238373948637,92,93,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,0,0.6912,0.0,,,0.0,0.0,0,1,0,0.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,1,0.6912,0.0,,,0.4481865284974093,0.3815956929350543,1,2,3,0.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,2,0.8014,0.8924870466321243,0.6249433106575963,0.7351293678314217,0.6664507772020725,0.5560019211340739,3,4,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,3,0.8322,0.8620466321243523,0.6801226366888095,0.7603541845187088,0.7466691339748335,0.4957023974912955,6,7,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,4,0.8542,0.8873056994818653,0.7116883116883117,0.7898529835687518,0.809938765897315,0.5657489244893452,10,11,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,5,0.865,0.925518134715026,0.7184514831573655,0.8089442400226436,0.8099664736360865,0.5417820088565979,16,17,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,6,0.905,0.8620466321243523,0.8355304456999372,0.8485814472425883,0.8646373056994818,0.5386268887382106,27,28,3,3.0,,0.0,0.0
