dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,splits,leaves,avg_active_feature_count,feature_utilisation_ratio,tree_level_sparsity_index,composite_interpretability_score,training_time
rectangle_2d,2,hhcart,7,0.7642,0.22488038277511962,0.5766871165644172,0.323580034423408,21,22,2.0,1.0,0.0,,0.019324302673339844
barbell_3d,3,hhcart,7,0.8785,0.27375886524822696,0.6689774696707106,0.38852541519879213,31,32,3.0,1.0,0.0,,0.04407143592834473
radial_segment_3d,3,hhcart,7,0.7787,0.5267302113551595,0.5426985482493595,0.53459516298633,45,46,3.0,1.0,0.0,,0.052265167236328125
saddle_3d,3,hhcart,7,0.855,0.5788675429726997,0.6498297389330306,0.6122994652406418,51,52,3.0,1.0,0.0,,0.06308627128601074
barbell_2d,2,randcart,7,0.9566666666666667,0.819672131147541,0.9049773755656109,0.860215053763441,46,47,2.0,1.0,0.0,,0.007703542709350586
sine_wave_2d,2,randcart,7,0.9618,0.6989528795811518,0.7784256559766763,0.736551724137931,38,39,2.0,1.0,0.0,,0.009911775588989258
star_2d,2,randcart,7,0.9588,0.8554838709677419,0.8758256274768824,0.8655352480417755,53,54,2.0,1.0,0.0,,0.01171565055847168
radial_segment_2d,2,randcart,7,0.934,0.9014267185473411,0.8864795918367347,0.8938906752411576,80,81,2.0,1.0,0.0,,0.016052722930908203
rectangle_2d,2,randcart,7,0.9684,0.9298245614035088,0.9433656957928802,0.9365461847389558,54,55,2.0,1.0,0.0,,0.01198887825012207
barbell_3d,3,randcart,7,0.9243,0.6900709219858157,0.7525135344160866,0.7199408065112838,60,61,3.0,1.0,0.0,,0.02530384063720703
radial_segment_3d,3,randcart,7,0.9009,0.8023207625362619,0.7902040816326531,0.7962163273699363,85,86,3.0,1.0,0.0,,0.028439760208129883
saddle_3d,3,randcart,7,0.9055,0.7810920121334681,0.7510938259601361,0.7657992565055761,77,78,3.0,1.0,0.0,,0.02719855308532715
barbell_2d,2,oc1,7,0.974,0.889344262295082,0.9475982532751092,0.9175475687103595,10,11,2.0,1.0,0.0,,3.9465394020080566
sine_wave_2d,2,oc1,7,0.9594,0.693717277486911,0.7549857549857549,0.7230559345156891,11,12,2.0,1.0,0.0,,23.079708576202393
star_2d,2,oc1,7,0.9696,0.8503225806451613,0.9482014388489208,0.8965986394557823,13,14,2.0,1.0,0.0,,27.94843554496765
radial_segment_2d,2,oc1,7,0.9064,0.8813229571984436,0.8266423357664233,0.8531073446327684,10,11,2.0,1.0,0.0,,45.33761215209961
rectangle_2d,2,oc1,7,0.9706,0.9441786283891547,0.9389373513084853,0.9415506958250497,17,18,2.0,1.0,0.0,,34.39757704734802
barbell_3d,3,oc1,7,0.9401,0.851063829787234,0.7551919446192574,0.8002667555851952,18,19,3.0,1.0,0.0,,161.4140293598175
radial_segment_3d,3,oc1,7,0.9359,0.9026108578532946,0.8428792569659442,0.8717230338202921,31,32,3.0,1.0,0.0,,179.39987707138062
saddle_3d,3,oc1,7,0.9032,0.801314459049545,0.7337962962962963,0.7660705654905751,33,34,3.0,1.0,0.0,,147.95672798156738
barbell_2d,2,wodt,7,0.62,0.7008196721311475,0.2559880239520958,0.37500000000000006,19,20,2.0,1.0,0.0,,0.08483028411865234
sine_wave_2d,2,wodt,7,0.9402,0.3010471204188482,0.782312925170068,0.4347826086956522,16,17,2.0,1.0,0.0,,0.12131309509277344
star_2d,2,wodt,7,0.834,0.8503225806451613,0.47997086671522216,0.6135940409683426,15,16,2.0,1.0,0.0,,0.16188788414001465
radial_segment_2d,2,wodt,7,0.7338,0.893644617380026,0.5414538310412573,0.6743332517739173,27,28,2.0,1.0,0.0,,0.22705650329589844
rectangle_2d,2,wodt,7,0.8002,0.9864433811802232,0.5574583145561064,0.7123524330549956,7,8,2.0,1.0,0.0,,0.16784024238586426
barbell_3d,3,wodt,7,0.7176,0.05673758865248227,0.05082592121982211,0.05361930294906166,23,24,3.0,1.0,0.0,,0.39765238761901855
radial_segment_3d,3,wodt,7,0.7398,0.4235391628677994,0.45768025078369906,0.439948342660353,32,33,3.0,1.0,0.0,,0.40697717666625977
saddle_3d,3,wodt,7,0.5919,0.5611729019211324,0.25676613462873005,0.3523250277733693,44,45,3.0,1.0,0.0,,0.4697415828704834
barbell_2d,2,hhcart,8,0.8386666666666667,0.0778688524590164,0.5277777777777778,0.1357142857142857,10,11,2.0,1.0,0.0,,0.008925437927246094
sine_wave_2d,2,hhcart,8,0.9236,0.0,,,1,2,0.0,0.0,,,0.004407167434692383
star_2d,2,hhcart,8,0.845,0.0,,,11,12,2.0,1.0,0.0,,0.013611316680908203
radial_segment_2d,2,hhcart,8,0.7442,0.3521400778210117,0.6597812879708383,0.45919661733615225,34,35,2.0,1.0,0.0,,0.02903461456298828
rectangle_2d,2,hhcart,8,0.7642,0.22488038277511962,0.5766871165644172,0.323580034423408,21,22,2.0,1.0,0.0,,0.02215862274169922
barbell_3d,3,hhcart,8,0.8791,0.2886524822695035,0.6639477977161501,0.4023727137913989,40,41,3.0,1.0,0.0,,0.060485124588012695
radial_segment_3d,3,hhcart,8,0.7787,0.5267302113551595,0.5426985482493595,0.53459516298633,58,59,3.0,1.0,0.0,,0.06712913513183594
saddle_3d,3,hhcart,8,0.855,0.5788675429726997,0.6498297389330306,0.6122994652406418,61,62,3.0,1.0,0.0,,0.06694221496582031
barbell_2d,2,randcart,8,0.976,0.9385245901639344,0.916,0.9271255060728746,69,70,2.0,1.0,0.0,,0.014047861099243164
sine_wave_2d,2,randcart,8,0.982,0.8115183246073299,0.9451219512195121,0.8732394366197183,56,57,2.0,1.0,0.0,,0.015985965728759766
star_2d,2,randcart,8,0.973,0.896774193548387,0.9266666666666666,0.9114754098360656,73,74,2.0,1.0,0.0,,0.015855073928833008
radial_segment_2d,2,randcart,8,0.9558,0.9163424124513618,0.9388704318936877,0.9274696422710863,123,124,2.0,1.0,0.0,,0.022038936614990234
rectangle_2d,2,randcart,8,0.978,0.94896331738437,0.9627831715210357,0.9558232931726909,68,69,2.0,1.0,0.0,,0.01446533203125
barbell_3d,3,randcart,8,0.951,0.8113475177304964,0.8362573099415205,0.8236141108711302,109,110,3.0,1.0,0.0,,0.033743858337402344
radial_segment_3d,3,randcart,8,0.9279,0.8561956071280563,0.8467213114754099,0.8514321038532865,154,155,3.0,1.0,0.0,,0.043741703033447266
saddle_3d,3,randcart,8,0.9257,0.8094034378159757,0.8139298423995933,0.8116603295310518,129,130,3.0,1.0,0.0,,0.04545092582702637
barbell_2d,2,oc1,8,0.95,0.819672131147541,0.8658008658008658,0.8421052631578948,13,14,2.0,1.0,0.0,,4.255831480026245
sine_wave_2d,2,oc1,8,0.9676,0.8717277486910995,0.7466367713004485,0.8043478260869565,12,13,2.0,1.0,0.0,,25.473785877227783
star_2d,2,oc1,8,0.973,0.8541935483870968,0.9678362573099415,0.9074708704592187,18,19,2.0,1.0,0.0,,29.469213247299194
radial_segment_2d,2,oc1,8,0.9296,0.9150453955901426,0.8645833333333334,0.8890989287964713,15,16,2.0,1.0,0.0,,48.28865647315979
rectangle_2d,2,oc1,8,0.974,0.9473684210526315,0.9488817891373802,0.9481245011971269,20,21,2.0,1.0,0.0,,34.81830883026123
barbell_3d,3,oc1,8,0.9413,0.7092198581560284,0.8496176720475785,0.7730962504831852,21,22,2.0,0.6666666666666666,0.33333333333333337,2.0,161.37410616874695
radial_segment_3d,3,oc1,8,0.9391,0.8636552009946126,0.8815566835871405,0.8725141302072431,54,55,3.0,1.0,0.0,,154.54627561569214
saddle_3d,3,oc1,8,0.9153,0.7355915065722952,0.8178752107925801,0.7745541655576257,55,56,3.0,1.0,0.0,,149.92228293418884
barbell_2d,2,wodt,8,0.8733333333333333,0.7991803278688525,0.5803571428571429,0.6724137931034483,20,21,2.0,1.0,0.0,,0.08327150344848633
sine_wave_2d,2,wodt,8,0.9236,0.0,,,25,26,2.0,1.0,0.0,,0.19150257110595703
star_2d,2,wodt,8,0.8062,0.9638709677419355,0.4425355450236967,0.6065773447015834,39,40,2.0,1.0,0.0,,0.22646784782409668
radial_segment_2d,2,wodt,8,0.7042,0.579118028534371,0.518282066163668,0.5470137825421132,40,41,2.0,1.0,0.0,,0.2801194190979004
rectangle_2d,2,wodt,8,0.8014,0.9840510366826156,0.5591300407793385,0.7130887026870846,13,14,2.0,1.0,0.0,,0.17080378532409668
barbell_3d,3,wodt,8,0.7564,0.6156028368794326,0.3142650253439537,0.41610738255033564,24,25,3.0,1.0,0.0,,0.4452476501464844
radial_segment_3d,3,wodt,8,0.6529,0.2718607542478243,0.2767932489451477,0.27430482960485053,59,60,3.0,1.0,0.0,,0.5474092960357666
saddle_3d,3,wodt,8,0.712,0.3609706774519717,0.30643776824034336,0.33147632311977715,54,55,3.0,1.0,0.0,,0.6365699768066406
barbell_2d,2,hhcart,9,0.8426666666666667,0.05327868852459016,0.7222222222222222,0.09923664122137404,11,12,2.0,1.0,0.0,,0.008085250854492188
sine_wave_2d,2,hhcart,9,0.9236,0.0,,,1,2,0.0,0.0,,,0.005045652389526367
star_2d,2,hhcart,9,0.845,0.0,,,11,12,2.0,1.0,0.0,,0.013991594314575195
radial_segment_2d,2,hhcart,9,0.7446,0.34889753566796367,0.6633785450061652,0.45728856778580534,38,39,2.0,1.0,0.0,,0.0331263542175293
rectangle_2d,2,hhcart,9,0.7642,0.22488038277511962,0.5766871165644172,0.323580034423408,21,22,2.0,1.0,0.0,,0.021196842193603516
barbell_3d,3,hhcart,9,0.8812,0.29432624113475175,0.6825657894736842,0.4112983151635282,48,49,3.0,1.0,0.0,,0.05899524688720703
radial_segment_3d,3,hhcart,9,0.7801,0.5457936179030253,0.5442148760330578,0.5450031036623215,72,73,3.0,1.0,0.0,,0.0714714527130127
saddle_3d,3,hhcart,9,0.8586,0.6001011122345804,0.6558011049723756,0.6267159450897571,70,71,3.0,1.0,0.0,,0.07128047943115234
barbell_2d,2,randcart,9,0.982,0.9344262295081968,0.9539748953974896,0.9440993788819877,83,84,2.0,1.0,0.0,,0.013903379440307617
sine_wave_2d,2,randcart,9,0.9852,0.887434554973822,0.9162162162162162,0.901595744680851,82,83,2.0,1.0,0.0,,0.014352560043334961
star_2d,2,randcart,9,0.9868,0.9470967741935484,0.9670619235836627,0.9569752281616688,86,87,2.0,1.0,0.0,,0.019006967544555664
radial_segment_2d,2,randcart,9,0.974,0.9559014267185474,0.9596354166666666,0.9577647823261858,167,168,2.0,1.0,0.0,,0.02744603157043457
rectangle_2d,2,randcart,9,0.983,0.9641148325358851,0.9679743795036029,0.9660407510986815,96,97,2.0,1.0,0.0,,0.018589258193969727
barbell_3d,3,randcart,9,0.9622,0.875177304964539,0.8593314763231198,0.8671820098383696,152,153,3.0,1.0,0.0,,0.038332223892211914
radial_segment_3d,3,randcart,9,0.9494,0.8781599668462495,0.909051909051909,0.8933389544688027,241,242,3.0,1.0,0.0,,0.052672624588012695
saddle_3d,3,randcart,9,0.9479,0.8660262891809909,0.8699847638395124,0.8680010134279199,224,225,3.0,1.0,0.0,,0.053681373596191406
barbell_2d,2,oc1,9,0.9866666666666667,0.9590163934426229,0.9590163934426229,0.9590163934426229,16,17,2.0,1.0,0.0,,4.021804094314575
sine_wave_2d,2,oc1,9,0.9754,0.8795811518324608,0.8135593220338984,0.8452830188679246,16,17,2.0,1.0,0.0,,24.004626750946045
star_2d,2,oc1,9,0.9756,0.8696774193548387,0.9697841726618706,0.9170068027210885,25,26,2.0,1.0,0.0,,28.25483250617981
radial_segment_2d,2,oc1,9,0.9422,0.9267185473411155,0.8903426791277259,0.9081665077851924,20,21,2.0,1.0,0.0,,47.28635835647583
rectangle_2d,2,oc1,9,0.9802,0.9513556618819776,0.9691307879772543,0.9601609657947685,30,31,2.0,1.0,0.0,,35.44710969924927
barbell_3d,3,oc1,9,0.9566,0.873758865248227,0.8279569892473119,0.8502415458937198,34,35,1.0,0.3333333333333333,0.6666666666666667,1.0,168.27885937690735
radial_segment_3d,3,oc1,9,0.9546,0.8856195607128057,0.923110151187905,0.9039763113367175,63,64,3.0,1.0,0.0,,152.4296007156372
saddle_3d,3,oc1,9,0.9325,0.7977755308392316,0.8515920129519697,0.8238057948316367,69,70,2.0,0.6666666666666666,0.33333333333333337,2.0,155.18354511260986
barbell_2d,2,wodt,9,0.6993333333333334,0.8524590163934426,0.33386837881219905,0.47981545559400235,27,28,2.0,1.0,0.0,,0.1102745532989502
sine_wave_2d,2,wodt,9,0.8962,0.29581151832460734,0.31129476584022037,0.30335570469798656,27,28,2.0,1.0,0.0,,0.20072460174560547
star_2d,2,wodt,9,0.9076,0.7690322580645161,0.6780432309442548,0.7206771463119709,38,39,2.0,1.0,0.0,,0.29063987731933594
radial_segment_2d,2,wodt,9,0.766,0.5525291828793775,0.6396396396396397,0.592901878914405,58,59,2.0,1.0,0.0,,0.40221619606018066
rectangle_2d,2,wodt,9,0.9508,0.916267942583732,0.8906976744186047,0.9033018867924528,29,30,2.0,1.0,0.0,,0.3514533042907715
barbell_3d,3,wodt,9,0.7582,0.0070921985815602835,0.009727626459143969,0.008203445447087777,35,36,3.0,1.0,0.0,,0.5970330238342285
radial_segment_3d,3,wodt,9,0.6778,0.7016162453377538,0.4035756853396901,0.5124092009685229,90,91,3.0,1.0,0.0,,0.7571628093719482
saddle_3d,3,wodt,9,0.6353,0.35085945399393326,0.22701995420346746,0.2756703078450844,77,78,3.0,1.0,0.0,,0.7939159870147705
barbell_2d,2,hhcart,10,0.846,0.06557377049180328,0.8421052631578947,0.12167300380228138,13,14,2.0,1.0,0.0,,0.010113716125488281
sine_wave_2d,2,hhcart,10,0.9236,0.0,,,1,2,0.0,0.0,,,0.0022046566009521484
star_2d,2,hhcart,10,0.845,0.0,,,11,12,2.0,1.0,0.0,,0.018108606338500977
radial_segment_2d,2,hhcart,10,0.7446,0.3450064850843061,0.6658322903629537,0.45450662110209306,42,43,2.0,1.0,0.0,,0.0381016731262207
rectangle_2d,2,hhcart,10,0.7642,0.22488038277511962,0.5766871165644172,0.323580034423408,21,22,2.0,1.0,0.0,,0.02579188346862793
barbell_3d,3,hhcart,10,0.8828,0.2907801418439716,0.7044673539518901,0.41164658634538154,57,58,3.0,1.0,0.0,,0.07750964164733887
radial_segment_3d,3,hhcart,10,0.7801,0.5457936179030253,0.5442148760330578,0.5450031036623215,83,84,3.0,1.0,0.0,,0.09993505477905273
saddle_3d,3,hhcart,10,0.8595,0.6066734074823054,0.6568144499178982,0.6307490144546649,84,85,3.0,1.0,0.0,,0.08807110786437988
barbell_2d,2,randcart,10,0.9806666666666667,0.9221311475409836,0.9574468085106383,0.9394572025052192,73,74,2.0,1.0,0.0,,0.01671457290649414
sine_wave_2d,2,randcart,10,0.991,0.9319371727748691,0.9493333333333334,0.9405548216644649,101,102,2.0,1.0,0.0,,0.024121522903442383
star_2d,2,randcart,10,0.9914,0.9625806451612903,0.9815789473684211,0.971986970684039,129,130,2.0,1.0,0.0,,0.025545835494995117
radial_segment_2d,2,randcart,10,0.9842,0.9701686121919585,0.9784172661870504,0.9742754802995768,202,203,2.0,1.0,0.0,,0.04980206489562988
rectangle_2d,2,randcart,10,0.9898,0.9768740031897927,0.9823576583801122,0.979608156737305,127,128,2.0,1.0,0.0,,0.02747941017150879
barbell_3d,3,randcart,10,0.9741,0.9042553191489362,0.9113652609006433,0.9077963688145247,245,246,3.0,1.0,0.0,,0.0691373348236084
radial_segment_3d,3,randcart,10,0.9644,0.9088271860754248,0.9416058394160584,0.924926191480388,337,338,3.0,1.0,0.0,,0.0885629653930664
saddle_3d,3,randcart,10,0.9584,0.89737108190091,0.8928571428571429,0.8951084215834594,330,331,3.0,1.0,0.0,,0.12522625923156738
barbell_2d,2,oc1,10,0.9913333333333333,0.9631147540983607,0.9832635983263598,0.9730848861283643,28,29,2.0,1.0,0.0,,4.173618316650391
sine_wave_2d,2,oc1,10,0.978,0.837696335078534,0.8695652173913043,0.8533333333333334,26,27,2.0,1.0,0.0,,29.324790000915527
star_2d,2,oc1,10,0.9784,0.8774193548387097,0.9812409812409812,0.9264305177111717,30,31,2.0,1.0,0.0,,36.55129885673523
radial_segment_2d,2,oc1,10,0.956,0.9040207522697795,0.9508867667121419,0.9268617021276596,27,28,2.0,1.0,0.0,,61.73966884613037
rectangle_2d,2,oc1,10,0.9796,0.9505582137161085,0.9675324675324676,0.9589702333065165,28,29,2.0,1.0,0.0,,44.873791456222534
barbell_3d,3,oc1,10,0.9558,0.7794326241134751,0.8934959349593496,0.8325757575757576,48,49,2.0,0.6666666666666666,0.33333333333333337,2.0,160.21824049949646
radial_segment_3d,3,oc1,10,0.9594,0.9046829672606713,0.9253921153030945,0.9149203688181056,57,58,3.0,1.0,0.0,,166.42661833763123
saddle_3d,3,oc1,10,0.936,0.8190091001011123,0.8517350157728707,0.8350515463917527,82,83,3.0,1.0,0.0,,145.71633863449097
barbell_2d,2,wodt,10,0.952,0.8401639344262295,0.8613445378151261,0.8506224066390041,39,40,2.0,1.0,0.0,,0.10873770713806152
sine_wave_2d,2,wodt,10,0.7466,0.7382198952879581,0.19461697722567287,0.3080283997815401,35,36,2.0,1.0,0.0,,0.1778411865234375
star_2d,2,wodt,10,0.7666,0.912258064516129,0.39147286821705424,0.5478496706702829,31,32,2.0,1.0,0.0,,0.23673653602600098
radial_segment_2d,2,wodt,10,0.7088,0.5512321660181583,0.5266418835192069,0.5386565272496832,58,59,2.0,1.0,0.0,,0.31722259521484375
rectangle_2d,2,wodt,10,0.9202,0.9401913875598086,0.7844311377245509,0.8552774755168662,34,35,2.0,1.0,0.0,,0.31792593002319336
barbell_3d,3,wodt,10,0.8504,0.2815602836879433,0.4511363636363636,0.3467248908296944,56,57,3.0,1.0,0.0,,0.4736142158508301
radial_segment_3d,3,wodt,10,0.7935,0.4247824285122254,0.6022326674500588,0.49817739975698666,117,118,3.0,1.0,0.0,,0.6334846019744873
saddle_3d,3,wodt,10,0.625,0.21435793731041455,0.1618320610687023,0.18442801217920837,86,87,3.0,1.0,0.0,,0.6148777008056641
