shape,label_noise,n_samples,seed,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,runtime
barbell_2d,0.0,10000,8,2,wodt,0,0.7341,0.0,,,0.0,0.0,0,1,0,0.0,0.0003100521862506
barbell_2d,0.0,10000,8,2,wodt,1,0.7341,0.0,,,0.5,0.5,1,2,2,0.0,0.0602148990146815
barbell_2d,0.0,10000,8,2,wodt,2,0.7341,0.0,,,0.4174501692365551,0.4509302379577156,2,3,2,2.0,0.1200509308837354
barbell_2d,0.0,10000,8,2,wodt,3,0.777,0.3738247461451673,0.63758819756254,0.4713134186818397,0.5099661526889812,0.5881549090524207,4,5,2,2.0,0.211476732045412
barbell_2d,0.0,10000,8,2,wodt,4,0.8173,0.372696502444528,0.8617391304347826,0.5203465476503019,0.6931647235802934,0.7362147496392768,7,8,2,2.0,0.3042652918957174
barbell_2d,0.0,10000,8,2,wodt,5,0.8431,0.8619781872884543,0.6559816828849456,0.7450024378352025,0.7345806694245958,0.7011164768057447,11,12,2,2.0,0.3844716940075159
barbell_2d,0.0,10000,8,2,wodt,6,0.8924,0.8905603610379842,0.7510307643514114,0.8148657949070889,0.819461214148572,0.658631982392698,18,19,2,2.0,0.499825824983418
barbell_2d,0.0,10000,8,2,wodt,7,0.9652,0.9872132380594209,0.8931609390949302,0.9378349410503752,0.8645962912604506,0.6497650631206937,26,27,2,2.0,0.6116025550290942
barbell_2d,0.0,10000,8,2,wodt,8,0.9849,0.9860849943587816,0.9583333333333334,0.9720111214087116,0.8911023604628012,0.6623278280604394,36,37,2,2.0,0.6700642770156264
barbell_2d,0.0,10000,8,2,wodt,9,0.9908,0.9853328318916886,0.9801720912832024,0.9827456864216056,0.890963305216784,0.5777531869188264,46,47,2,2.0,0.7800146457739174
barbell_2d,0.0,10000,8,2,wodt,10,0.9947,0.989845806694246,0.9902182091798344,0.9900319729170586,0.8973804495617208,0.5462393883286369,59,60,2,2.0,0.8730630148202181
barbell_2d,0.0,10000,8,2,wodt,11,0.9977,0.9947348627303496,0.9966088922381312,0.9956709956709956,0.91085055017045,0.5435302350016424,72,73,2,2.0,0.9504935019649564
barbell_2d,0.0,10000,8,2,wodt,12,0.9986,0.9973674313651748,0.9973674313651748,0.9973674313651748,0.9170685573966328,0.5405319912654898,84,85,2,2.0,0.9866523682139814
